S12	S1	S2	S31	S32	S4	S56	S5	S6	SA	SB	SG	SR
otu3305	0	0	0	1	0	0	17	9	18	0	0	1	0
otu3306	4	1	2	11	0	2	0	0	2	0	3	2	9
otu3308	3	0	0	0	0	19	0	1	18	0	0	0	0
otu3309	4	0	4	0	5	14	0	0	0	0	0	2	0
otu3310	0	0	0	33	0	0	0	0	0	1	1	0	3
otu3311	0	0	0	0	0	0	0	6	28	0	0	0	0
otu3314	1	0	15	3	0	0	7	1	1	0	2	12	7
otu3315	0	0	0	0	1	0	12	11	16	0	0	3	0
otu3316	0	0	8	28	0	0	0	0	0	6	1	0	4
otu3317	0	0	0	0	4	3	7	10	10	0	0	4	0
otu3318	0	8	0	18	0	3	0	0	0	0	4	0	0
otu3320	16	0	1	1	1	5	0	0	0	0	0	6	0
otu3321	0	0	0	30	0	0	0	0	0	3	1	0	0
otu3322	2	0	0	4	6	3	0	2	7	0	0	10	0
otu3323	23	11	2	0	0	1	0	0	0	0	0	0	0
otu3324	22	0	1	1	2	6	0	0	3	0	0	15	0
otu3325	7	4	3	4	4	7	0	0	0	0	0	7	0
otu3327	6	0	2	1	1	4	0	1	12	1	3	4	0
otu3328	0	0	0	0	0	2	0	6	27	0	0	1	0
otu3329	22	0	3	1	0	5	0	0	5	0	0	1	0
otu3331	11	0	0	0	2	1	2	0	5	0	0	20	0
otu3332	0	0	0	43	1	0	0	0	0	10	6	0	0
otu3333	4	0	1	2	0	5	0	0	0	1	5	18	0
otu3334	0	0	9	0	0	0	0	1	0	0	0	19	0
otu3335	4	0	8	6	0	3	1	3	8	0	0	3	0
otu3336	14	2	3	2	0	5	4	0	13	0	0	3	0
otu3338	0	0	0	0	0	0	34	3	2	0	0	0	0
otu3340	1	0	2	18	0	4	0	0	0	0	0	2	11
otu3342	4	2	4	8	0	7	0	1	2	1	0	2	0
otu3343	0	0	2	0	0	1	0	0	1	0	13	3	10
otu3344	7	4	0	6	1	9	0	1	5	0	0	2	0
otu3345	2	0	0	3	33	0	0	0	7	0	2	0	0
otu3347	16	13	0	0	0	0	0	0	0	0	0	0	0
otu3348	0	6	1	6	0	8	0	0	0	1	7	4	0
otu3349	11	12	1	0	0	7	0	0	0	0	0	2	0
otu3350	2	6	0	3	1	7	5	7	7	0	0	5	0
otu3351	0	0	2	13	0	3	0	0	0	11	2	0	1
otu3352	0	0	1	0	0	2	7	13	16	0	0	0	0
otu3353	0	0	0	24	0	0	0	0	0	0	0	19	0
otu3354	1	0	2	32	1	1	0	1	4	0	3	4	1
otu3355	3	7	17	4	1	1	0	0	0	1	7	1	1
otu3356	6	2	0	2	4	6	0	3	13	0	2	2	0
otu3357	2	0	0	1	0	0	3	10	10	0	1	13	0
otu3358	1	0	0	0	1	0	0	8	16	0	0	6	0
otu3359	5	0	2	2	3	18	0	0	0	0	1	5	0
otu3361	0	0	2	15	0	0	0	0	0	0	0	0	17
otu3362	7	7	5	0	0	3	0	0	0	0	10	4	0
otu3363	3	0	2	1	0	0	4	3	17	1	2	6	0
otu3364	2	2	0	6	2	20	1	9	10	0	7	1	0
otu3365	3	0	10	2	0	3	0	0	0	1	2	9	6
otu3367	23	4	3	0	0	0	0	0	0	0	0	0	0
otu3368	3	0	0	0	5	10	0	4	12	0	0	6	0
otu3371	8	1	3	5	5	5	0	0	0	0	2	7	0
otu3373	0	0	0	0	0	0	11	2	54	0	0	1	0
otu3374	0	0	0	0	0	0	34	21	16	0	0	4	0
otu3375	9	3	0	1	1	0	4	2	5	0	3	7	0
otu3376	0	0	3	28	0	0	0	0	0	0	2	3	0
otu3377	0	0	0	0	0	0	42	10	8	0	0	0	0
otu3378	3	2	2	13	0	2	0	0	5	0	3	8	1
otu3379	1	0	0	0	23	1	0	0	0	0	0	11	0
otu3380	1	0	3	7	1	0	0	1	7	0	0	11	0
otu3382	0	0	1	0	1	0	0	4	3	0	4	28	0
otu3383	2	0	1	19	0	0	0	0	0	0	5	0	10
otu3384	0	0	0	8	0	0	0	0	0	9	2	0	17
otu3385	17	0	1	3	1	0	0	0	1	0	4	5	0
otu3386	12	1	0	1	4	5	0	0	25	0	1	1	0
otu3387	4	1	1	3	16	10	0	3	15	0	1	9	0
otu3388	3	0	0	0	0	0	0	0	0	0	1	0	25
otu3390	0	0	0	0	1	1	1	5	27	0	0	3	0
otu3391	0	0	0	0	0	0	0	2	56	0	0	3	0
otu3392	5	2	0	0	2	21	0	0	0	0	0	1	0
otu3393	5	0	2	0	0	2	0	6	9	0	0	9	0
otu3394	20	4	7	0	0	2	0	0	1	0	0	2	0
otu3396	6	0	2	19	3	4	0	0	0	0	1	3	1
otu3397	1	0	7	23	0	1	0	0	0	0	2	0	1
otu3398	2	0	0	0	1	2	2	3	15	0	5	7	0
otu3399	0	0	0	28	0	0	0	0	0	3	1	0	8
otu3401	14	1	0	2	7	11	1	2	10	0	0	3	0
otu3402	16	0	5	0	3	5	0	0	0	0	0	6	0
otu3403	1	7	0	0	0	24	0	0	0	0	0	0	0
otu3404	3	0	0	1	6	7	0	0	0	0	0	14	0
otu3405	5	1	6	5	1	0	6	6	13	0	2	4	4
otu3406	5	12	0	7	0	11	0	0	13	0	0	3	0
otu3407	4	0	0	0	2	2	27	15	61	0	1	3	0
otu3408	12	0	2	1	8	4	0	0	0	0	0	11	0
otu3409	7	0	1	2	1	0	0	5	13	0	6	10	0
otu3410	2	9	1	8	0	2	0	0	0	4	6	0	0
otu3412	11	6	3	1	4	7	4	0	14	0	0	7	0
otu3413	2	12	0	0	1	15	0	0	0	0	1	1	0
otu3414	2	0	3	0	8	1	0	0	1	0	2	21	0
otu3416	15	17	0	0	0	0	0	0	0	0	0	0	0
otu3417	9	0	2	0	6	0	8	3	8	0	0	8	0
otu3418	2	0	0	6	1	1	0	19	3	0	0	3	0
otu3419	0	0	0	1	1	19	0	0	0	0	0	21	0
otu3421	4	0	0	0	2	0	0	0	0	0	4	24	0
otu3422	0	0	0	0	0	0	36	24	9	0	0	7	0
otu3423	0	0	0	30	0	0	0	0	0	3	5	0	0
otu3424	0	0	0	14	0	0	2	0	0	17	0	1	0
otu3425	7	0	1	0	7	9	0	0	0	0	0	4	0
otu3426	21	0	0	3	1	2	2	5	14	0	1	6	0
otu3427	20	0	1	0	0	0	0	37	2	0	0	0	0
otu3428	10	2	0	0	0	2	3	11	10	0	3	4	0
otu3429	8	0	6	2	0	1	0	1	6	0	5	10	0
otu3430	8	4	3	7	0	8	1	2	12	0	1	3	0
otu3431	0	0	0	3	0	0	0	0	0	53	0	0	18
otu3432	2	0	0	1	1	0	2	6	5	1	2	3	12
otu3433	0	0	0	1	0	0	0	0	0	22	0	0	9
otu3435	4	0	4	2	3	2	0	0	0	0	4	19	0
otu3436	6	0	4	0	2	1	2	10	9	0	0	4	0
otu3437	3	0	0	1	1	0	1	3	21	0	0	3	0
otu3440	1	0	1	6	0	0	1	0	0	0	27	0	15
otu3441	6	1	1	2	3	27	0	20	17	0	5	14	0
otu3443	16	12	3	0	1	3	0	0	0	0	0	0	0
otu3444	6	3	1	0	14	4	3	0	12	0	0	2	0
otu3445	0	0	0	0	0	0	9	15	18	0	0	1	0
otu3446	4	2	3	9	0	3	0	1	4	0	8	9	3
otu3449	0	0	0	3	0	0	0	0	0	0	37	0	0
otu3450	10	0	0	4	0	0	2	2	7	0	3	5	0
otu3451	11	0	4	0	0	1	0	0	18	0	0	1	0
otu3452	0	0	0	28	0	0	0	0	0	3	4	0	7
otu3453	3	0	1	1	3	4	1	0	9	0	0	14	1
otu3454	2	0	0	0	2	0	14	5	17	0	1	11	0
otu3455	2	0	0	1	1	3	20	9	14	0	0	14	0
otu3456	0	0	0	6	0	0	0	0	0	0	0	0	30
otu3457	15	9	1	0	0	6	0	0	0	0	0	0	0
otu3459	0	0	0	4	0	0	0	0	0	2	0	0	34
otu3460	3	0	1	5	6	3	0	0	0	0	1	13	0
otu3461	5	0	1	0	0	0	7	5	10	0	5	13	0
otu3462	9	17	3	5	3	10	0	0	0	1	9	5	0
otu3465	4	0	0	0	0	0	4	2	12	0	4	10	0
otu3466	5	0	1	0	0	3	2	23	31	0	2	7	0
otu3467	25	0	14	5	0	0	0	0	0	1	7	1	32
otu3469	11	0	1	0	0	1	0	0	33	0	0	6	0
otu3470	10	0	2	11	1	7	0	0	1	0	1	1	0
otu3471	5	1	2	6	0	3	1	9	2	1	1	5	1
otu3472	16	3	10	0	1	3	0	2	2	0	3	0	0
otu3473	0	0	0	0	1	0	18	2	12	0	0	3	0
otu3474	4	1	2	1	3	1	5	11	43	0	9	8	0
otu3475	8	15	0	3	0	7	0	0	0	0	0	0	0
otu3476	6	0	0	0	0	0	12	5	14	0	0	9	0
otu3477	2	0	2	28	0	0	0	0	0	0	0	0	3
otu3478	1	0	0	0	2	0	7	8	15	0	0	7	0
otu3479	1	0	0	0	0	0	16	12	12	0	1	1	0
otu3480	9	0	0	0	1	0	2	8	37	0	3	2	0
otu3481	0	0	0	0	1	0	16	10	6	0	0	0	0
otu3483	0	0	1	17	0	0	0	0	0	0	0	1	18
otu3484	6	1	4	4	9	8	0	0	0	0	1	6	0
otu3485	0	0	0	20	0	0	0	0	0	0	1	0	12
otu3486	0	0	1	6	0	1	1	4	9	6	1	4	3
otu3487	3	3	5	8	0	7	0	0	0	1	8	3	0
otu3488	0	0	0	15	0	4	0	0	1	0	0	6	5
otu3489	6	0	0	0	2	1	3	6	1	0	1	25	0
otu3490	0	0	0	0	2	1	37	6	0	0	0	0	0
otu3491	12	0	0	0	0	0	8	0	12	0	2	7	1
otu3492	3	7	0	14	0	13	0	0	0	0	0	2	0
otu3493	0	0	0	0	0	0	3	8	18	0	0	0	0
otu3494	2	3	3	20	0	1	3	2	2	1	2	1	3
otu3496	5	3	2	0	1	21	4	2	7	0	2	0	0
otu3498	2	0	0	0	1	0	11	16	1	0	0	0	0
otu3499	0	0	0	0	0	0	26	13	1	0	0	1	0
otu3500	5	0	1	0	1	4	2	10	17	0	13	4	0
otu3502	20	4	1	2	0	3	2	3	1	0	0	19	0
otu3503	0	0	0	52	0	0	0	0	0	4	1	0	3
otu3504	0	1	5	20	0	0	0	0	0	1	8	0	1
otu3505	2	6	0	18	1	2	0	0	0	0	0	4	0
otu3507	0	0	0	0	0	0	0	7	26	0	0	0	0
otu3508	1	0	0	0	1	0	9	12	9	0	1	9	0
otu3510	5	0	1	5	8	2	0	0	0	0	0	13	0
otu3511	0	0	0	0	0	0	11	13	12	0	0	0	0
otu3512	0	0	0	0	1	0	8	10	13	0	1	1	0
otu3513	3	2	0	0	23	8	0	0	0	0	0	0	0
otu3515	7	20	7	0	0	4	0	0	0	0	0	0	0
otu3516	7	0	0	0	9	1	0	0	2	0	0	19	0
otu3517	0	0	0	5	14	11	0	0	0	0	0	1	0
otu3518	1	0	0	0	1	0	4	5	40	0	1	3	0
otu3519	7	1	2	5	1	2	0	0	0	0	6	5	0
otu3520	2	1	0	0	6	7	0	4	7	0	2	4	0
otu3521	11	1	8	0	0	0	0	0	0	0	2	10	0
otu3522	11	0	2	2	1	6	1	0	6	0	0	14	0
otu3523	11	36	5	7	0	14	0	0	0	0	1	0	0
otu3524	1	4	2	17	0	1	0	0	0	4	3	0	0
otu3525	5	0	0	15	1	0	0	0	1	0	7	8	0
otu3526	14	11	1	0	7	6	0	0	0	0	0	1	0
otu3527	0	0	0	0	1	0	2	11	19	0	0	12	0
otu3529	3	1	0	3	13	0	0	1	9	0	1	22	0
otu3530	4	0	0	1	0	1	14	3	21	0	1	10	0
otu3531	1	3	0	0	0	27	0	0	4	0	0	2	0
otu3532	7	0	1	1	6	17	0	1	19	0	2	11	0
otu3533	8	0	0	0	6	13	0	0	0	0	0	4	0
otu3534	1	0	0	1	1	1	19	6	17	0	2	22	1
otu3536	2	0	0	8	6	16	0	0	0	0	1	2	0
otu3537	4	8	5	7	0	9	0	0	0	0	3	5	0
otu3538	3	0	0	3	0	0	2	6	10	0	0	7	0
otu3539	0	0	0	0	0	0	5	21	8	0	0	0	0
otu3540	23	1	0	0	0	2	5	2	1	0	2	0	0
otu3541	14	1	0	11	0	0	0	0	1	0	0	6	0
otu3544	15	4	5	1	4	14	0	1	23	0	0	4	0
otu3546	0	0	1	8	0	0	0	0	0	4	1	0	18
otu3548	3	0	3	8	5	22	0	0	6	0	0	6	0
otu3549	0	0	0	0	0	0	0	16	55	0	0	0	0
otu3550	3	0	0	0	6	4	0	0	0	0	0	18	0
otu3551	8	1	0	0	6	12	12	0	10	0	0	2	0
otu3552	0	0	0	0	1	0	13	16	15	0	0	1	0
otu3553	5	1	3	15	8	8	0	3	8	0	0	18	0
otu3555	10	0	0	1	2	3	3	13	22	0	0	4	0
otu3556	0	0	0	0	0	0	5	0	35	0	0	0	0
otu3557	5	0	4	11	1	9	0	0	0	0	11	5	1
otu3558	6	1	2	3	1	9	0	0	0	0	0	9	0
otu3559	3	0	0	3	11	14	0	0	0	0	0	2	0
otu3560	1	0	0	0	0	0	14	5	11	0	1	4	0
otu3561	4	0	0	0	1	0	0	5	17	1	2	7	0
otu3563	1	0	0	2	0	0	0	0	2	1	2	3	25
otu3564	6	0	1	1	2	2	0	6	10	0	4	3	0
otu3565	16	1	4	2	0	2	0	0	5	0	0	0	0
otu3566	6	1	0	0	4	5	1	4	9	0	0	3	0
otu3567	5	0	2	0	1	1	0	6	12	0	2	7	0
otu3568	2	1	0	54	1	0	0	1	1	3	1	0	0
otu3569	0	0	0	0	0	0	9	41	14	0	0	2	0
otu3570	1	9	5	18	0	5	0	0	0	0	0	0	0
otu3571	1	0	1	0	0	9	8	19	10	0	25	7	0
otu3572	10	0	0	0	2	10	1	4	9	0	0	2	0
otu3573	1	0	0	0	0	0	2	6	9	0	8	4	0
otu3574	1	0	2	0	0	1	19	11	9	0	1	3	0
otu3575	0	2	1	0	5	3	0	0	12	0	0	10	0
otu3576	4	1	6	4	2	7	0	0	0	0	5	7	1
otu3577	22	1	0	2	0	3	0	0	0	1	12	3	0
otu3578	2	0	7	3	4	1	7	6	5	0	0	16	0
otu3579	6	0	2	20	2	9	1	3	5	0	3	2	1
otu3581	0	0	2	16	0	0	0	0	0	0	0	0	15
otu3583	4	0	3	11	4	15	0	0	0	1	0	0	0
otu3584	2	1	1	0	1	0	1	4	9	0	13	4	0
otu3585	3	0	1	23	1	0	0	0	0	0	3	0	0
otu3586	0	0	1	0	0	0	0	29	3	0	0	2	0
otu3587	4	8	3	0	0	21	2	1	6	0	0	0	0
otu3588	0	0	1	55	0	0	0	0	1	0	1	0	3
otu3589	9	4	3	6	2	0	2	19	37	0	9	13	2
otu3590	9	0	7	1	3	5	0	2	7	0	0	9	0
otu3591	6	0	5	1	1	0	1	1	5	0	0	9	1
otu3593	0	0	1	1	0	0	0	0	0	0	3	0	25
otu3594	1	0	0	33	2	6	0	0	0	0	3	9	0
otu3595	9	4	7	4	0	3	0	0	0	0	2	2	0
otu3596	7	0	5	1	4	4	0	1	0	0	1	12	0
otu3597	4	0	0	0	3	5	6	8	24	0	0	5	0
otu3598	7	0	1	9	5	7	0	0	3	0	0	4	0
otu3599	6	0	1	1	2	4	3	2	7	0	2	6	0
otu3600	2	0	0	14	2	10	0	0	2	0	2	2	0
otu3601	2	6	6	3	0	8	0	0	0	0	0	0	1
otu3602	5	0	1	0	0	3	4	3	10	0	2	8	0
otu3603	0	0	0	0	0	0	23	6	1	0	0	0	0
otu3606	3	1	1	18	2	9	0	0	4	0	1	6	1
otu3607	1	0	0	0	3	0	0	2	15	0	4	15	0
otu3608	8	5	5	10	0	2	0	6	10	0	4	14	3
otu3609	0	0	0	0	0	0	35	5	3	0	0	0	0
otu3610	2	0	5	23	0	0	0	0	0	0	1	1	0
otu3611	4	0	1	17	0	0	1	0	0	0	1	0	10
otu3612	8	3	0	2	4	19	0	0	0	0	0	0	0
otu3613	5	0	2	6	7	1	0	2	15	1	2	12	0
otu3614	1	0	0	1	0	0	0	2	17	0	0	9	0
otu3615	4	2	1	0	2	2	0	1	0	0	8	7	4
otu3616	0	0	0	0	1	0	0	0	12	0	0	14	0
otu3617	1	0	0	2	0	0	16	6	20	0	0	2	0
otu3618	3	0	1	0	1	0	1	1	9	0	4	12	0
otu3619	0	0	0	1	0	0	0	0	0	8	1	0	27
otu3620	3	0	0	0	0	0	9	12	11	0	0	4	0
otu3621	5	1	6	3	1	1	5	0	2	0	4	6	0
otu3623	13	0	1	1	4	6	0	3	9	0	0	3	0
otu3624	2	20	0	0	2	5	0	0	0	0	0	0	0
otu3625	5	0	0	9	0	10	0	0	44	0	0	2	0
otu3626	1	0	2	26	0	0	0	0	0	0	1	1	5
otu3627	0	0	0	18	0	0	0	0	0	10	6	0	1
otu3629	1	4	2	5	0	8	0	2	9	1	0	8	0
otu3632	6	0	4	5	2	6	0	0	0	0	1	15	0
otu3633	2	0	1	0	1	1	15	17	9	0	1	1	0
otu3634	6	0	1	1	3	1	0	1	5	0	0	12	0
otu3635	2	0	4	12	0	0	0	0	0	0	4	1	12
otu3636	25	0	12	2	0	1	0	0	0	0	2	0	6
otu3638	1	0	0	0	1	2	0	4	20	0	0	10	0
otu3639	1	0	1	0	1	0	7	8	35	0	1	3	0
otu3640	4	0	3	8	1	0	4	1	7	0	2	7	0
otu3642	0	0	0	21	1	0	0	3	3	1	6	2	8
otu3643	3	0	0	0	2	2	0	3	14	0	7	9	0
otu3644	8	1	0	12	2	2	0	0	1	0	0	2	0
otu3645	3	1	2	0	4	5	0	0	1	0	2	12	0
otu3646	0	0	0	0	3	0	9	17	38	0	0	1	0
otu3647	4	0	0	25	0	7	0	2	3	0	1	1	0
otu3648	0	0	0	0	4	4	0	14	23	0	0	1	0
otu3649	29	0	0	0	1	3	0	0	2	0	0	3	0
otu3650	0	0	0	0	0	0	1	2	26	0	0	4	0
otu3651	6	0	4	4	0	0	1	4	3	0	4	12	0
otu3653	25	0	0	0	0	2	1	1	5	0	0	1	0
otu3654	2	0	0	0	4	1	4	13	37	0	1	14	0
otu3655	4	0	0	0	3	0	0	4	25	0	0	1	0
otu3656	17	0	0	0	0	3	0	1	4	0	5	1	0
otu3657	1	0	0	0	12	22	0	0	0	0	0	0	0
otu3658	1	0	0	0	1	0	0	7	23	0	0	1	0
otu3659	0	0	0	0	0	0	0	15	17	0	0	0	0
otu3660	0	0	0	0	0	0	7	18	11	0	0	7	0
otu3661	0	0	0	0	4	0	0	0	0	0	0	29	0
otu3662	2	0	0	0	1	0	1	3	8	0	0	16	0
otu3663	0	0	4	1	4	2	0	9	16	0	4	13	0
otu3664	0	0	0	7	0	0	0	0	0	9	0	0	11
otu3665	0	0	1	17	0	1	0	0	0	3	8	3	7
otu3668	0	0	0	0	1	0	29	0	0	0	0	4	0
otu3669	3	0	1	0	4	6	1	6	32	0	0	12	0
otu3671	1	0	0	4	7	16	0	0	0	0	1	2	0
otu3672	0	8	0	0	0	18	0	1	12	0	0	0	0
otu3673	1	0	0	0	0	0	0	21	10	0	0	0	0
otu3674	0	0	0	0	0	0	19	4	5	0	0	2	0
otu3675	4	0	16	1	0	2	0	0	0	1	8	4	6
otu3676	19	2	0	8	6	1	0	0	0	0	0	4	0
otu3677	0	0	1	7	0	0	0	0	4	1	2	1	24
otu3678	3	0	5	0	0	0	0	2	21	0	4	16	0
otu3680	10	0	5	0	0	0	8	3	7	0	6	16	0
otu3681	0	0	0	15	0	0	0	0	0	1	3	0	13
otu3682	0	0	0	1	0	0	0	0	0	3	0	0	30
otu3683	19	0	3	0	0	0	0	0	0	0	0	8	0
otu3684	2	0	4	1	4	2	0	0	0	0	7	8	0
otu3686	1	0	0	1	28	1	0	0	0	0	0	8	0
otu3687	0	0	3	18	3	13	0	0	0	0	6	4	0
otu3688	2	0	3	24	0	0	0	0	0	0	0	0	3
otu3689	0	0	0	0	0	0	3	25	2	0	0	0	0
otu3690	20	0	1	0	5	2	4	3	1	0	0	0	0
otu3691	12	0	1	0	1	0	0	1	9	0	1	5	0
otu3692	1	0	0	20	0	2	0	0	0	5	0	0	3
otu3693	9	0	0	0	2	21	0	0	0	0	1	4	0
otu3694	11	3	3	26	1	12	0	0	0	0	1	7	0
otu3695	0	0	0	0	0	0	15	9	5	0	0	0	0
otu3696	0	0	0	0	0	0	0	6	22	0	0	1	0
otu3697	1	0	0	13	1	7	0	5	4	0	1	3	0
otu3698	0	0	0	0	0	0	24	8	0	0	0	0	0
otu3700	1	1	2	22	3	3	0	0	0	1	5	1	0
otu3701	1	0	0	0	0	0	9	10	11	0	1	0	0
otu3703	2	0	4	0	0	0	3	1	11	0	1	8	0
otu3705	13	0	1	1	1	2	4	2	13	0	6	9	0
otu3706	1	2	4	18	0	1	0	0	0	0	1	0	2
otu3707	3	0	1	5	2	1	0	1	14	1	4	1	0
otu3708	12	0	0	1	1	2	5	2	4	0	0	2	0
otu3709	4	0	6	0	0	4	0	0	18	0	0	0	0
otu3710	11	1	0	0	0	0	1	0	6	0	0	12	0
otu3711	2	0	0	0	1	7	1	4	13	0	1	3	0
otu3712	0	0	0	1	0	0	4	7	18	0	0	12	0
otu3713	3	1	0	23	0	0	0	0	3	0	1	0	1
otu3714	0	0	0	28	0	0	0	0	0	0	2	4	0
otu3715	2	6	0	19	1	2	0	0	0	0	0	0	0
otu3716	1	0	5	21	0	0	0	0	0	0	1	0	9
otu3717	1	0	1	25	0	0	0	0	0	1	0	0	4
otu3718	0	0	0	19	0	0	0	0	0	20	20	0	1
otu3719	0	1	0	0	2	0	9	12	13	0	0	9	0
otu3720	4	0	1	0	0	0	55	16	20	0	7	5	0
otu3721	1	0	1	0	1	2	2	11	25	0	0	15	0
otu3722	3	0	1	0	7	13	0	0	0	0	0	10	0
otu3723	2	0	0	0	0	1	21	5	3	0	0	0	0
otu3724	21	0	3	0	4	0	0	1	0	0	0	5	0
otu3725	0	0	1	1	13	2	0	0	6	0	3	16	0
otu3726	28	0	0	0	0	0	1	0	7	0	0	0	0
otu3727	3	0	2	26	2	14	0	0	0	0	1	6	1
otu3728	10	0	0	0	2	2	0	0	0	0	0	15	0
otu3729	1	0	0	2	2	1	0	2	30	0	1	5	0
otu3730	3	0	3	8	1	0	0	3	5	1	6	1	7
otu3733	8	3	0	9	2	8	0	0	0	0	3	2	0
otu3734	0	0	0	20	1	0	0	0	1	0	3	0	3
otu3735	7	1	0	2	0	2	3	3	4	0	6	4	0
otu3736	4	1	1	0	10	4	5	0	8	0	0	12	0
otu3737	13	6	0	0	0	6	0	0	0	0	0	0	0
otu3738	1	0	1	0	0	1	0	12	6	0	0	11	0
otu3739	1	0	0	0	0	0	2	4	20	0	0	3	0
otu3740	9	13	0	0	0	6	1	0	3	0	0	0	3
otu3741	1	0	0	0	5	10	0	7	5	0	0	0	0
otu3743	1	3	5	3	0	0	2	5	18	0	2	10	4
otu3744	1	8	2	13	0	8	0	2	7	1	0	1	0
otu3745	6	27	1	0	0	0	0	0	0	0	0	0	0
otu3746	1	0	0	0	0	0	11	9	8	0	2	1	0
otu3747	2	0	0	3	1	11	0	0	12	0	0	3	0
otu3749	6	2	5	15	0	0	0	0	0	0	0	1	0
otu3750	8	0	3	7	0	0	0	0	0	0	8	0	1
otu3752	1	0	1	16	0	0	0	0	0	3	8	0	19
otu3754	5	5	5	6	0	13	0	0	0	0	1	1	0
otu3756	2	1	0	0	0	1	6	10	8	0	3	2	0
otu3757	7	1	1	0	0	15	0	0	1	0	3	1	0
otu3758	17	0	0	0	0	0	0	0	2	0	6	4	0
otu3759	5	0	0	0	0	0	10	15	12	0	0	2	0
otu3760	28	0	4	0	0	0	0	0	0	0	0	0	0
otu3761	11	0	0	0	2	0	0	0	0	0	5	13	0
otu3764	0	0	0	0	0	0	14	13	23	0	1	20	0
otu3766	0	0	0	0	22	5	0	0	0	0	0	0	0
otu3767	4	0	0	2	3	0	10	11	4	0	2	2	0
otu3768	2	4	0	18	1	0	0	0	0	9	1	0	0
otu3769	8	2	0	21	0	0	0	0	0	0	0	0	0
otu3772	0	0	0	13	0	0	0	0	0	12	4	0	1
otu3773	1	0	14	0	0	9	0	1	7	0	0	0	0
otu3774	1	0	0	0	2	0	0	11	19	0	0	37	1
otu3775	4	0	1	0	1	0	0	8	6	0	0	5	0
otu3776	0	0	0	0	0	0	25	5	2	0	0	0	0
otu3777	1	0	0	1	0	1	12	11	15	0	1	1	0
otu3778	14	0	0	1	0	0	0	0	0	0	12	0	0
otu3779	6	0	0	12	6	6	0	0	1	0	0	1	0
otu3780	11	6	2	2	0	10	0	0	0	0	0	0	0
otu3781	5	8	2	3	1	4	0	3	1	0	1	5	0
otu3782	18	1	0	0	2	8	0	0	1	0	3	13	0
otu3784	3	0	0	0	12	10	0	2	2	0	0	0	0
otu3785	1	0	0	0	2	1	0	3	18	0	0	4	0
otu3786	6	0	1	0	4	7	0	0	0	0	0	9	0
otu3787	7	3	1	0	4	4	0	1	32	0	6	6	0
otu3788	12	1	4	2	2	5	0	1	3	0	0	3	0
otu3789	0	0	0	0	0	7	1	3	13	0	0	5	0
otu3790	3	0	1	11	2	8	0	2	0	0	0	2	0
otu3791	1	0	0	0	1	0	0	11	9	0	1	4	0
otu3792	13	1	1	7	2	6	0	0	0	0	0	4	0
otu3793	5	0	0	2	1	1	0	9	3	0	11	2	0
otu3794	7	2	2	1	3	1	1	3	6	0	1	7	0
otu3796	0	0	0	0	1	0	0	24	7	0	0	1	0
otu3798	2	1	1	9	6	3	0	0	1	0	0	6	7
otu3799	0	0	0	19	0	0	0	0	0	5	4	0	2
otu3801	1	1	2	17	0	0	0	0	0	0	6	0	11
otu3802	16	2	6	0	2	4	0	0	2	0	0	5	0
otu3803	6	1	0	0	5	21	0	0	0	0	0	1	0
otu3804	7	1	1	6	3	5	0	0	1	0	3	11	0
otu3805	1	0	0	24	1	2	0	0	1	0	1	3	0
otu3806	2	0	0	0	1	0	0	23	5	0	1	7	0
otu3807	13	0	0	0	0	0	1	5	7	0	1	4	0
otu3808	1	0	0	0	0	0	32	12	8	0	0	0	0
otu3809	0	0	0	0	1	0	15	5	13	0	2	2	0
otu3810	1	1	0	9	3	6	0	5	11	0	2	8	0
otu3811	7	13	0	6	1	5	0	0	0	0	0	0	0
otu3812	1	0	0	0	0	0	15	4	5	0	0	6	0
otu3814	4	5	0	36	2	2	0	0	0	0	2	0	0
otu3815	2	0	0	0	2	13	0	1	2	0	0	8	0
otu3816	4	0	0	0	1	0	4	5	15	0	0	4	0
otu3817	0	0	0	0	1	0	4	4	23	0	0	0	0
otu3818	3	0	0	0	0	15	3	1	4	0	2	6	1
otu3819	2	0	0	0	0	4	0	0	26	0	0	0	0
otu3820	0	0	0	0	0	0	19	23	8	0	0	1	0
otu3821	13	0	0	23	0	0	0	0	0	0	0	0	1
otu3824	2	1	1	21	0	4	0	0	0	0	0	0	0
otu3825	0	0	3	6	0	0	0	0	0	0	4	2	17
otu3826	1	2	2	3	1	0	1	2	11	0	0	17	1
otu3827	5	0	2	4	1	6	3	7	11	0	5	7	0
otu3828	1	1	0	6	10	10	0	0	0	0	0	6	1
otu3830	3	0	0	0	1	0	0	10	12	0	0	5	0
otu3831	0	0	0	1	3	0	23	12	10	0	2	8	0
otu3832	0	3	0	27	1	1	0	0	0	10	2	0	1
otu3833	4	0	2	1	0	0	18	1	2	0	0	2	0
otu3834	4	1	0	0	0	1	0	3	9	0	0	14	0
otu3835	0	0	5	23	0	0	0	0	1	0	0	3	1
otu3836	0	0	4	28	3	1	0	0	2	0	0	1	1
otu3837	35	0	8	0	0	1	0	0	0	0	0	0	0
otu3838	0	0	0	0	0	0	20	18	14	0	0	2	0
otu3840	0	0	0	0	0	1	48	3	1	0	0	0	0
otu3841	0	0	0	0	0	0	19	21	15	0	0	2	0
otu3842	3	0	4	0	0	15	0	0	21	0	0	0	0
