accnos	align	path
otu208	93d088db9487a1ee6c409a798125fb23f2a16fe3_416	99.5929565	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromusa;
otu209	aeedafc2e9b2e1b887cd8732499e8defa0479375_463	99.2304153	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geothermobacter;
otu210	c820f0cc736468a8c2daecb9d5d4bae22dd92626_400	99.2062759	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1;
otu211	99fd8b3f4dcb1f0596372ce152e978a3fb096d5e_402	99.2805939	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Nitrospinaceae;uncultured;
otu212	5ba7590fa9f32ccbb938395043adc2e06dcdbdf4_427	98.6696472	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu213	016da2f39e3343978455239f97bd17db0c72141d_381	99.5705032	Bacteria;Proteobacteria;Alphaproteobacteria;
otu214	67247575f38337091bf69759ed59f331afa643b0_389	99.1533661	Bacteria;Acidobacteria;Subgroup 22;
otu215	e1a9a5cbaf7ad7e6c673c9b4feccc81fbae1af40_408	98.4539413	Bacteria;Proteobacteria;Deltaproteobacteria;43F-1404R;
otu216	e61bb1af6674ddc12e8507b80d89d0be32e4512d_390	99.5837021	Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;IheB3-7;
otu217	d301504429a0f58504d4ce94156228f967c426f8_400	99.5646515	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu218	935e6491a28b7ca582368651b17cab387bca4883_709	99.5761108	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionII;FamilyII;Pleurocapsa;
otu219	ab61c00727273b04601aded9a2e3aa41ef69caca_436	99.603447	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8 marine group;
otu220	72cf378e9231a2007b6eb86362e9908c3d24e160_547	99.2371979	Bacteria;Bacteroidetes;SB-1;
otu221	88a714b9b1f40d2329c44572f2b3c56e90349119_397	98.2997055	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);
otu222	4cbf13668b259ed186d6c54105748966ee78de50_441	99.5732269	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
otu223	6fea3bd2a8649b0753e381009f1bbebd212be245_456	99.1877747	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
otu224	8d301b733bd18ac7b1b8f7e1bc4725821032b998_391	98.7841797	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu226	69ad72b64dd666b2b8a07def8d6120c49aba61f6_478	99.5925598	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalocapsa;
otu227	91356df6a416bb59b795558f920be774057de116_452	100	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Anderseniella;
otu228	465b274727f673d6e3b614b2c9664514026acaa6_412	99.5733109	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;TK34;
otu229	bb72e86d5f1de4fc84ffab60742a6389ee104a77_404	98.7428665	Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;PHOS-HE36;
otu230	27d9e3225a96b578ae4fe14ab6a294b16b2a42ab_382	99.5733337	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;
otu232	30b166d8e11a04b65a4350bfc43a160f57563f5f_386	99.5864487	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;
otu233	583e698225e7ef70c186722f83c15ab636eff9cb_380	99.5848389	Bacteria;Bacteroidetes;Cytophagia;Order II;Rhodothermaceae;uncultured;
otu234	81dbbbde7806b360cd48f938c94f6cc82b27234a_400	99.5821457	Bacteria;Proteobacteria;Proteobacteria Incertae Sedis;Unknown Order;Unknown Family;Candidatus Thiobios;
otu236	c5a531bd6a922e4a37ae8fbee0924d71c496a51c_381	94.6671982	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;
otu238	48ce8fa7e1aa84b797f78c5e8318dec32acab004_367	98.8673248	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
otu239	7f039d38822e6f312c817de0c040f4e24ef8b8c5_543	99.1204224	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;
otu241	cc5b86fea269d19cd14ef04f2bc4fd4c542b1be0_360	99.6022644	Bacteria;Proteobacteria;Zetaproteobacteria;Mariprofundales;Mariprofundaceae;Mariprofundus;
otu242	1d1db1ea308d8dfef19802e6de4ad177ad5a2882_366	99.241806	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;uncultured;
otu243	6dd3ac2d41ee762267cdace5217db3d51f012dd3_1030	99.5704575	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;
otu244	0c07e5b9fcb984357d717297891b18ff164eab09_428	99.6051254	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu245	3ac8fb943d20dfe34a96fb35123d5bc654211fdc_368	96.8090439	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacterales Incertae Sedis;Caldithrix;
otu246	6f02305901630293be6038893fc227c25275fab6_372	99.6039124	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8 marine group;
otu247	72e3e3e3dabd7802218d121f86f5583e5dd1f958_388	99.6073227	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu248	f4532164f58f24c7c63918bad2f6c4e286642061_451	99.2746735	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;
otu249	5ec40eb0265025d67b662635339787225c6b948b_389	98.6157608	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus;
otu250	6cd87b69fa848994771cf77abd4e5988b3cb085a_393	99.4200211	Bacteria;Gemmatimonadetes;Gemmatimonadetes;PAUC43f marine benthic group;
otu252	1d4bc8547b28e2040ae2135f9dd050078392752a_341	99.5704498	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Oscillatoria;
otu253	72787f6e258ccc80e295579b0beb3165254fa2ae_386	98.9048157	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;
otu254	bad25c7ca62c393e4a3ee47bafeb0238d0ed9478_664	99.1459198	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pelagibius;
otu256	a5f3927652e20ced4ee8dca6155c994d4fb5c6ea_374	99.5843201	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);
otu258	62ebca05d0fe203af48c1ce38d34f700f8e85fff_370	99.5962448	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade;
otu259	d51b0d4a855617b4a540cb3d1fa38ded196461fa_366	99.5801315	Bacteria;Proteobacteria;
otu260	823a218a310b0b510324f81cdbc870d3e465acf3_332	99.5995636	Bacteria;Acidobacteria;Holophagae;Subgroup 10;Sva0725;
otu261	bdc368ccaa0ff113dde9ca98671e31d76b3bf46d_360	99.2123184	Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;uncultured;
otu262	3e20cb39c0afbd3427d70368868d7e961cb53ab7_398	97.0861588	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacterales Incertae Sedis;Caldithrix;
otu263	4d88c1e6e075cb1a1110607403dc5abcb2d6e764_407	99.4130478	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Reinekea;
otu264	865844a43b7155d933611a8fd2e9eaa86e69737b_329	99.5851364	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;
otu266	54f1b4b7a82f39754c7a9660c2e1c1d438d4534d_545	99.5993652	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Acidiferrobacter;
otu267	3e42003498b8ae4ff2c1c7ae18037dbdc70c8c9d_407	99.2046661	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;
otu269	5edd273437826a954c588726b8975bc45405b9ac_339	99.4284134	Bacteria;Bacteroidetes;BD2-2;
otu270	f1e28d875e16f03ca28224a279a1194d9cc0dae8_329	99.1808853	Bacteria;Proteobacteria;Gammaproteobacteria;Order Incertae Sedis;Family Incertae Sedis;Marinicella;
otu271	e06ae37dc7acb645ffefe880339e8e3b9ad32574_347	99.1115189	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade;
otu272	eacc7528b5441488ad17a074f138f139c8a29397_333	99.5930786	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;
otu273	10fabaa95e36beabb235691b948f93e8ef6083ec_356	99.5559921	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Thermodesulfovibrio;
otu274	4c0ed68b4f1dc037930aa193ffe2e55599789959_2103	99.6055756	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu275	52b3a9587c1c5d845d4d3c7ef592a1337c53fe1a_348	99.5785751	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
otu276	7bfa4630f3442c1f453613b0c30bb3ce71e02bea_695	100	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;
otu277	02e0c912e817209a47ce0e3764535980d3c944a7_767	99.3923569	Bacteria;Proteobacteria;SC3-20;
otu278	6b52f579b3843a0ac4d1acf19f5340cb087f09a5_330	99.5759583	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu279	7889108d6b9d6a76228bfac25a6d5257ff78e4d5_707	100	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;TK34;
otu281	c08555d41159a01555ad5bbae34691090b44a0ab_332	97.3249283	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;
otu282	cd3a2c6e9612a4c27525870bd831b3fbfd3a3de1_345	99.6054764	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu283	6e58ebc8702cebd9cbc398a8291bf2b6d007e99c_328	98.355072	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu284	4e1af72f4fd6a0af8483df3157ced4ae011f4280_339	99.5931473	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gilvibacter;
otu285	9b4c5f54d2cd5e71194cc0b468aafdd3ce0022ca_328	99.0920639	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;
otu286	9cc4339ab46ab4fac868b095ba30436ce1de234c_338	96.3820953	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Haliea;
otu287	b786b3a734a098f49e3978899369e20e12223343_333	99.5737228	Bacteria;Chloroflexi;S085;
otu288	2ecc827e5d622ffa60db260b4ed0af3dd30ad510_330	99.5724716	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Acidiferrobacter;
otu289	308d0ee8b89340c0629b2e6a021e0ff3752fd1db_300	99.3186035	Bacteria;Proteobacteria;Proteobacteria Incertae Sedis;Unknown Order;Unknown Family;Candidatus Thiobios;
otu290	4255aae9822db9eed1738df1fb67b822b6b22fde_539	98.2338333	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacterales Incertae Sedis;Caldithrix;
otu291	7d198c67fe1d9cc6aa23db8c86bd95d6440cf350_329	98.7226257	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;
otu292	c9622862bf7affd17906deb2d48fc1ba678b7954_326	98.3060913	Bacteria;Bacteroidetes;Cytophagia;Order II;Rhodothermaceae;uncultured;
otu293	2c7c2d58442bd73ed923c32dfdfa997e62cd9a75_343	99.5848389	Bacteria;Bacteroidetes;Cytophagia;Order II;Rhodothermaceae;uncultured;
otu296	b59579087e5684c13bbab24391d61c7d1e42e1fd_308	99.5690155	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Oscillatoria;
otu297	fc87de9248f3d53d9523c6b0ae95435bdc592e8f_354	99.5792236	Bacteria;Bacteroidetes;Cytophagia;Order II;Rhodothermaceae;uncultured;
otu298	a90e8194ea15fe993874ebbcbba63a0aed1a0a55_339	99.3952789	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;
otu299	ca98bfe0ce7a71ac7055d307e1727a7d304f68df_345	99.6036453	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;
otu300	0041a5f49eef055d0f64c16d2d024f797a5e5ba9_397	99.6065598	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu301	d5c0f169407e151e424ea5a60dc25d8eab132bf7_536	99.593544	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;
otu302	740a24e797e49afec7aa3a4bffbbfb911000f9cd_325	98.4300232	Bacteria;Acidobacteria;Holophagae;Subgroup 10;CA002;
otu303	b0f466b633e22fc111d872f2537e33e7f577f3ba_297	99.1084366	Bacteria;Acidobacteria;Holophagae;Subgroup 10;Sva0725;
otu304	e01d2ffec4f291c8354a65971224908cd10bdd35_344	99.0896301	Bacteria;Proteobacteria;Deltaproteobacteria;43F-1404R;
otu305	e2c12c8e7edb33ffe24e842af8a51a4597026c3a_335	99.408493	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;uncultured;
otu306	0a8d4438b2524ad2c68d802619e32b73fe3b2bf1_692	97.86409	Bacteria;Acidobacteria;Acidobacteria;Subgroup 21;
otu307	9d943f5ba27c245512b3d7e8a78eb7849f224c40_337	99.3119812	Bacteria;Proteobacteria;Deltaproteobacteria;43F-1404R;
otu308	315ca7a538e23f069b943b0afa0c391fb245aec8_312	99.3437805	Bacteria;Candidate division WS3;
otu310	cfab243aafea9935280727ff2535a5925bdd17a0_310	99.6021194	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8 marine group;
otu311	92a81be0eb28fcb10944883d8365a66d9fbd41e7_360	99.5949936	Bacteria;Gemmatimonadetes;Gemmatimonadetes;PAUC43f marine benthic group;
otu312	8e99d7e0bfdf606c0a9a1fdf547ba1285032b0bb_520	98.9367981	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Lentimonas;
otu313	d53a76b7eabfae68687a25b39a27076de7ea59ba_341	99.3945312	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;
otu314	b0fdeca93f47e96c426839156215b6e1ab6bbb4f_329	99.3748169	Bacteria;Acidobacteria;Subgroup 22;
otu315	f3e1c33a0210010553e5d75a4adbcb2c6a7483f9_335	99.1561737	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;uncultured;
otu316	990fc26b447c90b3e5218dc7adf0bb31efb19897_319	98.6593628	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;
otu317	e95c9c0e33de0097d43c092502c8e69dcdbcdfad_319	99.1327896	Bacteria;Acidobacteria;Subgroup 22;
otu318	f59fc10a1df3108888d5c3c6c61c9f176c757437_322	99.6038055	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
otu319	2da0dc0ce4de69902920a2de6299426d0fe47bb9_314	99.384079	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;
otu320	9e59907eb157e6e9e954427278329cb81f420f73_574	99.371994	Bacteria;Acidobacteria;Acidobacteria;Subgroup 9;
otu321	a521c1562103686fe5ceb8a7ae443106417b6be3_293	99.5837097	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;
otu322	3bee9539f196fac2b9411e91a5a4e3ebe3e3e2fa_354	99.388649	Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;IheB3-7;
otu323	6ffb1856f38731afdb5ca14102e49953cd9dc085_669	99.2334747	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;
otu324	8e4034e1d8875b62bccc22e3b3fffc0ef56d5f15_491	99.5920334	Bacteria;Acidobacteria;Acidobacteria;Subgroup 17;
otu325	acfce25601157aba561651f0112420e8f1f27706_367	99.1193085	Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;
otu326	358599df3980eb8ef3cd2ae23872401973ae82c9_299	99.5656586	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Anderseniella;
otu327	49e33cc67e3f20b59427549967e7797e50630c0d_307	99.3683395	Bacteria;Gemmatimonadetes;Gemmatimonadetes;PAUC43f marine benthic group;
otu328	da12b33e8cb8fd7df3d6e3a6ab3d52ffcb78ef97_307	99.5837631	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ilumatobacter;
otu330	97938a9a0fddfe644d4443917e59467dd5304879_309	99.2012787	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacterales Incertae Sedis;Caldithrix;
otu332	ed91f34e91f13b1424cecb8142ef57a2e39b5279_284	99.1986008	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8 marine group;
otu333	4f42a02dd0303156766ebc072e5cbab3c14831f6_280	99.0565567	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;uncultured;
otu334	eb83430f70c2558b020a43e105ea07cfe12f8731_533	98.8240051	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade;
otu336	da8a29463fc25bacd9c495baeb5b6cb2b642b03d_281	99.0945206	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;
otu337	e80779a7eefecf9f27c92ccaed5268b33a2178b9_306	98.1682053	Bacteria;Chloroflexi;Ardenticatenia;uncultured;
otu338	ee89593dcdb0d1c065a4500c870dafa76efd7c21_338	99.5913773	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Zeaxanthinibacter;
otu339	38d9a8973a46255db0eb521330be9119b004dba9_289	99.6026917	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8 marine group;
otu340	3a1812d37a6c4a058b9f8f775bd916effb576b75_317	99.3977356	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;
otu341	46a704c7ed0af7aa01c3a9744d894faa2bc83a61_315	97.0378723	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;uncultured;
otu342	80a2e64a10dc80647f55037bcac2e10a621a22a8_345	99.5900955	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;
otu343	a8393d1158eff311d2a5ad37b93849415d453197_510	99.3190079	Bacteria;Acidobacteria;Acidobacteria;Subgroup 21;
otu344	d5baad1b8ef2454f0556ff4b6178ac0cd58e37ad_466	99.2885132	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;MBAE14;
otu345	260e0ca1cfd711215c270324bb23a7dc18cefa77_404	99.3728409	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionII;FamilyII;Pleurocapsa;
otu346	7384dbe69f73b710d902d389919976619186dfa9_451	99.2578354	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacterales Incertae Sedis;Caldithrix;
otu347	cf64576792682fd7217853d6f2e61e19622a5f9e_367	99.5629959	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;
otu348	f191ce5328e0af34c28439f9ab45f3b796f63b22_459	99.5704956	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;
otu349	8edbebea1068c705e293966e97c23493faf9ada4_529	99.4243317	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8 marine group;
otu350	9bcb5666916c4ccadf826c21e1e5be42d4f99ea9_425	99.5758972	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu352	4a6761bdeace1e491074b782417c50ecb4344735_284	98.5588303	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu353	d8c4bc9ae035c0056eeae235c6275eb9035ffef9_658	100	Bacteria;Proteobacteria;Proteobacteria Incertae Sedis;Unknown Order;Unknown Family;Candidatus Thiobios;
otu354	4e3d120cfb2e8200ed75ef2d667f55e4a4277724_492	99.0891724	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;
otu355	5c578fbde39d3872135f50f1981b1a5065e81163_300	99.6045227	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu356	ac50d76cc43ad99bff445e0a6c2e3b067916601a_413	99.6034317	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8 marine group;
otu357	0e9925be93c260740c7abd095b9f390a464ffbf1_281	99.5763397	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
otu358	243a0f5d5a238ae1bbd0b4e945317c5438b8b90c_312	99.6047592	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;
otu359	61f586500dee390f1dd26b2ea03a314841919b85_326	97.8031235	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;uncultured;
otu360	6966b740c854d5c5b1734cd18b7d699d22048774_351	99.5795288	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;
otu361	d166a25da61d2af94be0e008614adda9612b3e02_495	100	Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;
otu362	d4c538264eb79a0db219d66ba1315a550593d36c_294	99.1676865	Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;Unknown Family;Blastocatella;
otu363	0c78a5d7aa4e3de45eae6c762d8fc3d06f65f6d7_590	99.3787384	Bacteria;Acidobacteria;Holophagae;Subgroup 10;Sva0725;
otu364	2afa7978f705ad3728ecf5313ce2180dd110c07f_309	99.5754623	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;
otu365	775430357325944eb691484920d43a27f1e571f7_309	99.5995102	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;
otu366	bc94f76e7ec10887396070b2ba4538bffcfcde7b_304	98.6319885	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;
otu367	f3cbfd5ac28e6c00461739d1bfac24352dade86e_294	99.5804825	Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11 terrestrial group;
otu368	0c23de495f7a2ea49e701959b4a2c3e18bebefbd_534	99.4112778	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu369	cb9fa7254b7ea25b6f88c9cb95062ffa0aa9327d_355	99.6062546	Bacteria;Proteobacteria;
otu370	7114ea9711332e236bf95384a77e0bcab2688e5e_283	99.5984879	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;uncultured;
otu371	e6776ec862999013f48b3e46e9a27f89465af740_280	99.0565643	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Rhodobium;
otu372	8d3f32ee8356f5f8c11ed8f1317c24e567947b8e_651	99.6039658	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;
otu373	1f5fd9ac922702aa3d94a1ae7ae8d2caf1f9939c_317	98.808609	Bacteria;Bacteroidetes;Cytophagia;Order II;Rhodothermaceae;uncultured;
otu374	9115627a8645b2f5688d54b5aaa9056f756defa3_283	99.4238892	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Sedimenticola;
otu375	b894d8bb802122bf061580a4ad24bb5e55940dde_286	99.4225159	Bacteria;Acidobacteria;Holophagae;Subgroup 10;Sva0725;
otu376	63134fbd2cb826be3e8a5ecc1e4d44bdcfec4010_270	99.588356	Bacteria;Candidate division WS3;
otu377	c0ab62be13eef1f1878b181f8c9bc71d409e4a07_259	99.605011	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu378	1664b45844afbeae94be123bc17089d75baa321f_449	99.6034164	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;
otu380	8b5f0bbed19eeb51855e97a12babd1c044bdee18_313	99.5747757	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;
otu381	9b45d6d9d23ee946b348b2aacd4d567677ae3468_350	99.599411	Bacteria;Proteobacteria;Gammaproteobacteria;
otu382	302ac8a208708ef97fd7e11915c3ba9234cf55e7_289	99.1228027	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;
otu383	112a85564e41cc2772bf210eb49e7c73624de70e_354	98.4763794	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8 marine group;
otu384	67fc58d0af4e72629264877685f9dc6d47480ec0_279	99.5716858	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
