domain	phylum	class	order	family	genus
otu11011	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu11017	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu11018	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu11019	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified
otu11020	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu11023	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu11025	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	BD2-7
otu11026	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
otu11027	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu11030	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu11031	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	IheB3-7	IheB3-7_unclassified
otu11032	Bacteria	Acidobacteria	Acidobacteria	Subgroup 3	PAUC26f	PAUC26f_unclassified
otu11037	Bacteria	Planctomycetes	Phycisphaerae	Amsterdam-1B-07	Amsterdam-1B-07_unclassified	Amsterdam-1B-07_unclassified
otu11038	Bacteria	Planctomycetes	vadinHA49	vadinHA49_unclassified	vadinHA49_unclassified	vadinHA49_unclassified
otu11042	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum
otu11044	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacteraceae_unclassified
otu11049	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu11052	Bacteria	Planctomycetes	Pla3 lineage	Pla3 lineage_unclassified	Pla3 lineage_unclassified	Pla3 lineage_unclassified
otu11054	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	Marinilabiaceae_unclassified
otu11055	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus
otu11059	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	IheB3-7	IheB3-7_unclassified
otu11061	Bacteria	Bacteroidetes	Cytophagia	Order II	Rhodothermaceae	Rhodothermaceae_unclassified
otu11063	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
otu11064	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu11065	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
otu11066	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu11077	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
otu11079	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculaceae_unclassified
otu11080	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu11084	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu11086	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu11089	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculaceae_unclassified
otu11091	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu11092	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Pseudohaliea
otu11093	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu11096	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales_unclassified	Xanthomonadales_unclassified
otu11098	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus
otu11099	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu11100	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu11101	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu11102	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbaceae_unclassified
otu11105	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu11106	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu11109	Bacteria	Candidate division OD1	Candidate division OD1_unclassified	Candidate division OD1_unclassified	Candidate division OD1_unclassified	Candidate division OD1_unclassified
otu11112	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deferrisoma
otu11114	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
otu11116	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified
otu11117	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu11124	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
otu11125	Bacteria	BD1-5	BD1-5_unclassified	BD1-5_unclassified	BD1-5_unclassified	BD1-5_unclassified
otu11127	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified
otu11129	Bacteria	Acidobacteria	Acidobacteria	Subgroup 21	Subgroup 21_unclassified	Subgroup 21_unclassified
otu11132	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu11134	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
otu11135	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
otu11137	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	OM1 clade_unclassified
otu11138	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu11139	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbaceae_unclassified
otu11140	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu11144	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu11145	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu11150	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8 marine group	BD7-8 marine group_unclassified	BD7-8 marine group_unclassified
otu11152	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_unclassified
otu11154	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu11155	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_unclassified
otu11157	Bacteria	Acidobacteria	Acidobacteria	Subgroup 17	Subgroup 17_unclassified	Subgroup 17_unclassified
otu11158	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
otu11161	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcales_unclassified	Myxococcales_unclassified
otu11163	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospinaceae_unclassified
otu11165	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfosarcina
otu11167	Bacteria	Planctomycetes	Pla4 lineage	Pla4 lineage_unclassified	Pla4 lineage_unclassified	Pla4 lineage_unclassified
otu11168	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
otu11170	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	GR-WP33-58_unclassified
otu11176	Bacteria	Acidobacteria	Holophagae	Subgroup 10	TK85	TK85_unclassified
otu11177	Bacteria	Lentisphaerae	Lentisphaerae_unclassified	Lentisphaerae_unclassified	Lentisphaerae_unclassified	Lentisphaerae_unclassified
otu11179	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
otu11182	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu11183	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus
otu11184	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu11185	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
otu11186	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11 terrestrial group	BD2-11 terrestrial group_unclassified	BD2-11 terrestrial group_unclassified
otu11190	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu11192	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu11195	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus
otu11199	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
otu11200	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
otu11203	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	Surface 2_unclassified
otu11210	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu11216	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum
otu11219	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu11222	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
otu11227	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu11228	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu11229	Bacteria	Fibrobacteres	Fibrobacteria	possible order 07	possible order 07_unclassified	possible order 07_unclassified
otu11238	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
otu11239	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Candidatus Entotheonella
otu11244	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcales_unclassified	Myxococcales_unclassified
otu11248	Bacteria	Planctomycetes	vadinHA49	vadinHA49_unclassified	vadinHA49_unclassified	vadinHA49_unclassified
otu11250	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
otu11251	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996 marine group	Sva0996 marine group_unclassified
otu11257	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacteria Incertae Sedis	Fibrobacteria Incertae Sedis	possible genus 03
otu11258	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospinaceae_unclassified
otu11262	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcales_unclassified	Myxococcales_unclassified
otu11266	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
otu11267	Bacteria	Acidobacteria	Subgroup 26	Subgroup 26_unclassified	Subgroup 26_unclassified	Subgroup 26_unclassified
otu11268	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	VHS-B3-70	VHS-B3-70_unclassified
otu11269	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu11271	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
otu11273	Bacteria	Verrucomicrobia	OPB35 soil group	OPB35 soil group_unclassified	OPB35 soil group_unclassified	OPB35 soil group_unclassified
otu11276	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu11279	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
otu11280	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiotrichaceae_unclassified
otu11284	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu11289	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
otu11296	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	OM1 clade_unclassified
otu11297	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiotrichaceae_unclassified
otu11298	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu11300	Bacteria	Planctomycetes	Pla3 lineage	Pla3 lineage_unclassified	Pla3 lineage_unclassified	Pla3 lineage_unclassified
otu11301	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu11302	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus
otu11303	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
otu11306	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
otu11307	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfopila
otu11308	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiales_unclassified	Acidimicrobiales_unclassified
otu11310	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu11311	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
otu11312	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu11317	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcales_unclassified	Myxococcales_unclassified
otu11320	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified	GR-WP33-30_unclassified
otu11321	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified	Ardenticatenia_unclassified
otu11324	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfosarcina
otu11327	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu11328	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaetaceae_unclassified
otu11329	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu11330	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu11331	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
otu11335	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
otu11337	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified	GR-WP33-30_unclassified
otu11339	Bacteria	BD1-5	BD1-5_unclassified	BD1-5_unclassified	BD1-5_unclassified	BD1-5_unclassified
otu11341	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified	Ardenticatenia_unclassified
otu11348	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu11350	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
otu11351	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospinaceae_unclassified
otu11354	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus
otu11356	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu11361	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu11362	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu11364	Bacteria	Planctomycetes	Pla3 lineage	Pla3 lineage_unclassified	Pla3 lineage_unclassified	Pla3 lineage_unclassified
otu11368	Bacteria	Planctomycetes	OM190	OM190_unclassified	OM190_unclassified	OM190_unclassified
otu11371	Bacteria	Acidobacteria	Holophagae	Subgroup 23	Subgroup 23_unclassified	Subgroup 23_unclassified
otu11372	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus
otu11374	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
otu11376	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatitalea
otu11379	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu11382	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_unclassified	JG30-KF-CM66_unclassified	JG30-KF-CM66_unclassified
otu11383	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu11389	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu11391	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified
otu11394	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group
otu11396	Bacteria	Planctomycetes	vadinHA49	vadinHA49_unclassified	vadinHA49_unclassified	vadinHA49_unclassified
otu11398	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus
otu11399	Bacteria	Verrucomicrobia	OPB35 soil group	OPB35 soil group_unclassified	OPB35 soil group_unclassified	OPB35 soil group_unclassified
otu11400	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales Incertae Sedis	Caldithrix
otu11405	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
otu11409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	KF-JG30-B3_unclassified
otu11412	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_unclassified
otu11415	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu11416	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
otu11419	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
otu11420	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081 sediment group
otu11421	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu11422	Bacteria	Lentisphaerae	SS1-B-03-39	SS1-B-03-39_unclassified	SS1-B-03-39_unclassified	SS1-B-03-39_unclassified
otu11424	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidiferrobacter
otu11425	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacteraceae_unclassified
otu11426	Bacteria	Acidobacteria	Holophagae	Subgroup 10	CA002	CA002_unclassified
otu11428	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
otu11431	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Rhodobium
otu11432	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu11435	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospiraceae_unclassified
otu11437	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu11438	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	KI89A clade_unclassified	KI89A clade_unclassified
otu11440	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182 clade	OM182 clade_unclassified
otu11441	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	KI89A clade_unclassified	KI89A clade_unclassified
otu11442	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales Incertae Sedis	Caldithrix
otu11444	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_unclassified
otu11447	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
otu11450	Bacteria	Verrucomicrobia	OPB35 soil group	OPB35 soil group_unclassified	OPB35 soil group_unclassified	OPB35 soil group_unclassified
otu11451	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum
otu11453	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Haliea
otu11460	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Haliea
otu11461	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae	Ferrimonas
otu11464	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
otu11465	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	KI89A clade_unclassified	KI89A clade_unclassified
otu11467	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacula
otu11468	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
otu11469	Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaeria_unclassified	Oligosphaeria_unclassified	Oligosphaeria_unclassified
otu11475	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)_unclassified	SAR324 clade(Marine group B)_unclassified
otu11476	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081 sediment group
otu11477	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified
otu11478	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu11479	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacula
otu11480	Bacteria	Verrucomicrobia	OPB35 soil group	OPB35 soil group_unclassified	OPB35 soil group_unclassified	OPB35 soil group_unclassified
otu11482	Bacteria	Fibrobacteres	Fibrobacteria	possible order 07	possible order 07_unclassified	possible order 07_unclassified
otu11485	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified
otu11487	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu11494	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales Incertae Sedis	Caldithrix
otu11499	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus
otu11500	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu11501	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu11502	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu11508	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbaceae_unclassified
otu11509	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter
otu11513	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu11515	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu11521	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_unclassified
otu11522	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter
otu11524	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu11527	Bacteria	Candidate division OD1	Candidate division OD1_unclassified	Candidate division OD1_unclassified	Candidate division OD1_unclassified	Candidate division OD1_unclassified
otu11532	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculaceae_unclassified
