site	measurement	value	depth
S31	O2	0.189445	water
S31	O2	0.184065	water
S31	O2	0.19592	water
S31	O2	0.20571	water
S31	O2	0.206967	water
S31	O2	0.201716	water
S31	O2	0.208191	water
S31	O2	0.191909	water
S31	O2	0.197561	water
S31	O2	0.190217	water
S31	O2	0.190345	water
S31	O2	0.202047	water
S31	O2	0.189113	water
S31	O2	0.201767	water
S31	O2	0.182604	water
S31	O2	0.191391	water
S31	O2	0.181567	water
S31	O2	0.201121	water
S31	O2	0.207512	water
S31	O2	0.18947	water
S31	O2	0.199736	water
S31	O2	0.191425	water
S31	O2	0.203772	water
S31	O2	0.188672	water
S31	O2	0.179349	water
S31	O2	0.184176	water
S31	O2	0.205277	water
S31	O2	0.187073	water
S31	O2	0.188492	water
S31	O2	0.187048	water
S31	O2	0.214302	water
S31	O2	0.187167	water
S31	O2	0.188467	water
S31	O2	0.207427	water
S31	O2	0.184286	water
S31	O2	0.203679	water
S31	O2	0.208982	water
S31	O2	0.190669	water
S31	O2	0.189954	water
S31	O2	0.18755	water
S31	O2	0.209034	water
S31	O2	0.191841	water
S31	O2	0.186657	water
S31	O2	0.205735	water
S31	O2	0.183861	water
S31	O2	0.184447	water
S31	O2	0.196745	water
S31	O2	0.201597	water
S31	O2	0.194374	water
S31	O2	0.195487	water
S31	O2	0.197484	water
S31	O2	0.202804	water
S31	O2	0.199108	water
S31	O2	0.189563	water
S31	O2	0.194305	water
S31	O2	0.178932	water
S31	O2	0.190804	water
S31	O2	0.202778	water
S31	O2	0.186419	water
S31	O2	0.196005	water
S31	O2	0.187566	water
S31	O2	0.194084	water
S31	O2	0.197424	water
S31	O2	0.190329	water
S31	O2	0.195403	water
S31	O2	0.197221	water
S31	O2	0.194577	water
S31	O2	0.194577	water
S31	O2	0.194237	water
S31	O2	0.191153	water
S31	O2	0.196881	water
S31	O2	0.191212	water
S31	O2	0.192046	water
S31	O2	0.189809	water
S31	O2	0.199243	water
S31	O2	0.193073	water
S31	O2	0.19637	water
S31	O2	0.194127	water
S31	O2	0.190795	water
S31	O2	0.190872	water
S31	O2	0.193421	water
S31	O2	0.193949	water
S31	O2	0.193847	water
S31	O2	0.189828	water
S31	O2	0.195036	water
S31	O2	0.193897	water
S31	O2	0.200118	water
S31	O2	0.191586	water
S31	O2	0.193957	water
S31	O2	0.192062	water
S31	O2	0.190948	water
S31	O2	0.20158	water
S31	O2	0.189946	water
S31	O2	0.193643	water
S31	O2	0.190022	water
S31	O2	0.193686	water
S31	O2	0.193736	water
S31	O2	0.193421	water
S31	O2	0.196592	water
S31	O2	0.191348	water
S31	O2	0.193634	water
S31	O2	0.193711	water
S31	O2	0.19128	water
S31	O2	0.192997	water
S31	O2	0.192674	water
S31	O2	0.189173	water
S31	O2	0.198087	water
S31	O2	0.193448	water
S31	O2	0.193379	water
S31	O2	0.197033	water
S31	O2	0.193787	water
S31	O2	0.199303	water
S31	O2	0.201937	water
S31	O2	0.190728	water
S31	O2	0.194935	water
S31	O2	0.193158	water
S31	O2	0.193872	water
S31	O2	0.190975	water
S31	O2	0.193796	water
S31	O2	0.196312	water
S31	O2	0.20016	water
S31	O2	0.199141	water
S31	O2	0.200203	water
S31	O2	0.194255	water
S31	O2	0.188858	water
S31	O2	0.194017	water
S31	O2	0.194042	water
S31	O2	0.194245	water
S31	O2	0.192317	water
S31	O2	0.200127	water
S31	O2	0.193116	water
S31	O2	0.191756	water
S31	O2	0.194484	water
S31	O2	0.195428	water
S31	O2	0.198853	water
S31	O2	0.193108	water
S31	O2	0.19253	water
S31	O2	0.194628	water
S31	O2	0.193133	water
S31	O2	0.191781	water
S31	O2	0.19258	water
S31	O2	0.186444	water
S31	O2	0.188459	water
S31	O2	0.199804	water
S31	O2	0.19507	water
S31	O2	0.191365	water
S31	O2	0.195266	water
S31	O2	0.194229	water
S31	O2	0.194645	water
S31	O2	0.19224	water
S31	O2	0.19422	water
S31	O2	0.192342	water
S31	O2	0.201096	water
S31	O2	0.194144	water
S31	O2	0.191416	water
S31	O2	0.190549	water
S31	O2	0.207852	water
S31	O2	0.197815	water
S31	O2	0.191638	water
S31	O2	0.19898	water
S31	O2	0.194229	water
S31	O2	0.191638	water
S31	O2	0.194119	water
S31	O2	0.190447	water
S31	O2	0.191102	water
S31	O2	0.194051	water
S31	O2	0.197714	water
S31	O2	0.197687	water
S31	O2	0.193804	water
S31	O2	0.19433	water
S31	O2	0.199847	water
S31	O2	0.195411	water
S31	O2	0.190855	water
S31	O2	0.184949	water
S31	O2	0.207197	water
S31	O2	0.190387	water
S31	O2	0.192538	water
S31	O2	0.198377	water
S31	O2	0.192037	water
S31	O2	0.188604	water
S31	O2	0.188977	water
S31	O2	0.20254	water
S31	O2	0.207427	water
S31	O2	0.186301	water
S31	O2	0.185417	water
S31	O2	0.190176	water
S31	O2	0.191646	water
S31	O2	0.17934	water
S31	O2	0.186895	water
S31	O2	0.193558	water
S31	O2	0.190609	water
S31	O2	0.193541	water
S31	O2	0.197799	water
S31	O2	0.19649	water
S31	O2	0.191315	water
S31	O2	0.196515	water
S31	O2	0.193771	water
S31	O2	0.192682	water
S31	O2	0.191553	water
S31	O2	0.191476	water
S31	O2	0.193473	water
S31	O2	0.189453	water
S31	O2	0.196855	water
S31	O2	0.188977	water
S31	O2	0.180003	water
S31	O2	0.191033	water
S31	O2	0.190515	water
S31	O2	0.208812	water
S31	O2	0.188799	water
S31	O2	0.190745	water
S31	O2	0.196124	water
S31	O2	0.190737	water
S31	O2	0.194918	water
S31	O2	0.188697	water
S31	O2	0.187388	water
S31	O2	0.201479	water
S31	O2	0.190575	water
S31	O2	0.184184	water
S31	O2	0.193125	water
S31	O2	0.205184	water
S31	O2	0.192742	water
S31	O2	0.199795	water
S31	O2	0.20016	water
S31	O2	0.203612	water
S31	O2	0.193048	water
S31	O2	0.190822	water
S31	O2	0.200017	water
S31	O2	0.196778	water
S31	O2	0.184694	water
S31	O2	0.194169	water
S31	O2	0.189674	water
S31	O2	0.190804	water
S31	O2	0.190643	water
S31	O2	0.19298	water
S31	O2	0.193558	water
S31	O2	0.193694	water
S31	O2	0.193473	water
S31	O2	0.202753	water
S31	O2	0.201266	water
S31	O2	0.182782	water
S31	O2	0.197203	water
S31	O2	0.180836	water
S31	O2	0.202736	water
S31	O2	0.179952	water
S31	O2	0.203262	water
S31	O2	0.194127	water
S31	O2	0.199354	water
S31	O2	0.197994	water
S31	O2	0.19049	water
S31	O2	0.206441	water
S31	O2	0.191408	water
S31	O2	0.209355	water
S31	O2	0.199667	water
S31	O2	0.192843	water
S31	O2	0.189946	water
S31	O2	0.195546	water
S31	O2	0.193949	water
S31	O2	0.192793	water
S31	O2	0.193243	water
S31	O2	0.184065	water
S31	O2	0.188382	water
S31	O2	0.193583	water
S31	O2	0.200858	water
S31	O2	0.189716	water
S31	O2	0.193506	water
S31	O2	0.198453	water
S31	O2	0.189589	water
S31	O2	0.198333	water
S31	O2	0.185696	water
S31	O2	0.18562	water
S31	O2	0.19032	water
S31	O2	0.192207	water
S31	O2	0.19434	water
S31	O2	0.188501	water
S31	O2	0.189844	water
S31	O2	0.193269	water
S31	O2	0.190176	water
S31	O2	0.189751	water
S31	O2	0.18862	water
S31	O2	0.183267	water
S31	O2	0.188476	water
S31	O2	0.189571	water
S31	O2	0.191756	water
S31	O2	0.20979	water
S31	O2	0.178524	water
S31	O2	0.193303	water
S31	O2	0.193889	water
S31	O2	0.1837	water
S31	O2	0.186334	water
S31	O2	0.191441	water
S31	O2	0.197441	water
S31	O2	0.19689	water
S31	O2	0.191748	water
S31	O2	0.188399	water
S31	O2	0.191799	water
S31	O2	0.191569	water
S31	O2	0.177887	water
S31	O2	0.18902	water
S31	O2	0.193872	water
S31	O2	0.189691	water
S31	O2	0.193005	water
S31	O2	0.197925	water
S31	O2	0.187202	water
S31	O2	0.189683	water
S31	O2	0.193626	water
S31	O2	0.193175	water
S31	O2	0.190677	water
S31	O2	0.189878	water
S31	O2	0.191195	water
S31	O2	0.185178	water
S31	O2	0.202668	water
S31	O2	0.187736	water
S31	O2	0.194798	water
S31	O2	0.193591	water
S31	O2	0.202591	water
S31	O2	0.195215	water
S31	O2	0.193957	water
S31	O2	0.193744	water
S31	O2	0.194815	water
S31	O2	0.182519	water
S31	O2	0.201299	water
S31	O2	0.188459	water
S31	O2	0.181865	water
S31	O2	0.189351	water
S31	O2	0.17974	water
S31	O2	0.189538	water
S31	O2	0.176493	water
S31	O2	0.189631	water
S31	O2	0.182621	water
S31	O2	0.193566	water
S31	O2	0.19326	water
S31	O2	0.199099	water
S31	O2	0.191093	water
S31	O2	0.190677	water
S31	O2	0.192733	water
S31	O2	0.195631	water
S31	O2	0.194357	water
S31	O2	0.192955	water
S31	O2	0.185203	water
S31	O2	0.193278	water
S31	O2	0.197323	water
S31	O2	0.187686	water
S31	O2	0.180759	water
S31	O2	0.188111	water
S31	O2	0.204988	water
S31	O2	0.19841	water
S31	O2	0.187286	water
S31	O2	0.189283	water
S31	O2	0.194009	water
S31	O2	0.176162	water
S31	O2	0.195827	water
S31	O2	0.182229	water
S31	O2	0.188637	water
S31	O2	0.190753	water
S31	O2	0.183114	water
S31	O2	0.193303	water
S31	O2	0.187022	water
S31	O2	0.186359	water
S31	O2	0.195639	water
S31	O2	0.195784	water
S31	O2	0.193549	water
S31	O2	0.196447	water
S31	O2	0.191195	water
S31	O2	0.188875	water
S31	O2	0.195223	water
S31	O2	0.187711	water
S31	O2	0.192708	water
S31	O2	0.18721	water
S31	O2	0.198079	water
S31	O2	0.194084	water
S31	O2	0.185671	water
S31	O2	0.204776	water
S31	O2	0.19264	water
S31	O2	0.202575	water
S31	O2	0.188757	water
S31	O2	0.175321	water
S31	O2	0.180428	water
S31	O2	0.202362	water
S31	O2	0.189037	water
S31	O2	0.19422	water
S31	O2	0.190472	water
S31	O2	0.189521	water
S31	O2	0.207282	water
S31	O2	0.203501	water
S31	O2	0.191509	water
S31	O2	0.188927	water
S31	O2	0.19066	water
S31	O2	0.201572	water
S31	O2	0.197671	water
S31	O2	0.192895	water
S31	O2	0.204401	water
S31	O2	0.201461	water
S31	O2	0.203705	water
S31	O2	0.182747	water
S31	O2	0.192971	water
S31	O2	0.188382	water
S31	O2	0.19881	water
S31	O2	0.193753	water
S31	O2	0.199421	water
S31	O2	0.200034	water
S31	O2	0.185255	water
S31	O2	0.19235	water
S31	O2	0.193379	water
S31	O2	0.197399	water
S31	O2	0.19332	water
S31	O2	0.193643	water
S31	O2	0.188391	water
S31	O2	0.20746	water
S31	O2	0.198708	water
S31	O2	0.189335	water
S31	O2	0.187873	water
S31	O2	0.175627	water
S31	O2	0.192564	water
S31	O2	0.187618	water
S31	O2	0.188127	water
S31	O2	0.188331	water
S31	O2	0.175644	water
S31	O2	0.184269	water
S31	O2	0.192369	water
S31	O2	0.188221	water
S31	O2	0.194255	water
S31	O2	0.187396	water
S31	O2	0.190455	water
S31	O2	0.199744	water
S31	O2	0.188875	water
S31	O2	0.186274	water
S31	O2	0.188782	water
S31	O2	0.19332	water
S31	O2	0.188604	water
S31	O2	0.183079	water
S31	O2	0.187125	water
S31	O2	0.186794	water
S31	O2	0.180556	water
S31	O2	0.18715	water
S31	O2	0.199421	water
S31	O2	0.191578	water
S31	O2	0.185042	water
S31	O2	0.196693	water
S31	O2	0.200603	water
S31	O2	0.178897	water
S31	O2	0.187082	water
S31	O2	0.204351	water
S31	O2	0.193881	water
S31	O2	0.18596	water
S31	O2	0.190235	water
S31	O2	0.193201	water
S31	O2	0.187933	water
S31	O2	0.201061	water
S31	O2	0.197136	water
S31	O2	0.18557	water
S31	O2	0.191433	water
S31	O2	0.188169	water
S31	O2	0.191323	water
S31	O2	0.196558	water
S31	O2	0.193779	water
S31	O2	0.184048	water
S31	O2	0.183198	water
S31	O2	0.183079	water
S31	O2	0.192342	water
S31	O2	0.198572	water
S31	O2	0.184864	water
S31	O2	0.182229	water
S31	O2	0.199023	water
S31	O2	0.207317	water
S31	O2	0.190226	water
S31	O2	0.201665	water
S31	O2	0.18715	water
S31	O2	0.18851	water
S31	O2	0.186419	water
S31	O2	0.177087	water
S31	O2	0.188586	water
S31	O2	0.19128	water
S31	O2	0.188858	water
S31	O2	0.192164	water
S31	O2	0.188782	water
S31	O2	0.177504	water
S31	O2	0.191799	water
S31	O2	0.184311	water
S31	O2	0.211022	water
S31	O2	0.176052	water
S31	O2	0.175898	water
S31	O2	0.197994	water
S31	O2	0.197186	water
S31	O2	0.17991	water
S31	O2	0.195844	water
S31	O2	0.185799	water
S31	O2	0.208574	water
S31	O2	0.182824	water
S31	O2	0.182901	water
S31	O2	0.180003	water
S31	O2	0.20639	water
S31	O2	0.204929	water
S31	O2	0.198292	water
S31	O2	0.201912	water
S31	O2	0.197433	water
S31	O2	0.182527	water
S31	O2	0.193982	water
S31	O2	0.188629	water
S31	O2	0.202711	water
S31	O2	0.191203	water
S31	O2	0.184889	water
S31	O2	0.183495	water
S31	O2	0.184899	water
S31	O2	0.176884	water
S31	O2	0.194595	water
S31	O2	0.187898	water
S31	O2	0.197952	water
S31	O2	0.191901	water
S31	O2	0.196014	water
S31	O2	0.183377	water
S31	O2	0.189207	water
S31	O2	0.191408	water
S31	O2	0.198766	water
S31	O2	0.189853	water
S31	O2	0.188629	water
S31	O2	0.180419	water
S31	O2	0.189113	water
S31	O2	0.192054	water
S31	O2	0.193626	water
S31	O2	0.1893	water
S31	O2	0.188366	water
S31	O2	0.190159	water
S31	O2	0.193073	water
S31	O2	0.192054	water
S31	O2	0.194484	water
S31	O2	0.192572	water
S31	O2	0.193779	water
S31	O2	0.190209	water
S31	O2	0.2	water
S31	O2	0.190625	water
S31	O2	0.190277	water
S31	O2	0.191986	water
S31	O2	0.179883	water
S31	O2	0.18574	water
S31	O2	0.198801	water
S31	O2	0.185553	water
S31	O2	0.180504	water
S31	O2	0.188204	water
S31	O2	0.192189	water
S31	O2	0.201461	water
S31	O2	0.190515	water
S31	O2	0.184048	water
S31	O2	0.182901	water
S31	O2	0.190294	water
S31	O2	0.190082	water
S31	O2	0.197739	water
S31	O2	0.190294	water
S31	O2	0.187813	water
S31	O2	0.187898	water
S31	O2	0.190022	water
S31	O2	0.188952	water
S31	O2	0.20786	water
S31	O2	0.202022	water
S31	O2	0.190455	water
S31	O2	0.194229	water
S31	O2	0.196821	water
S31	O2	0.200909	water
S31	O2	0.194025	water
S31	O2	0.194892	water
S31	O2	0.197534	water
S31	O2	0.197459	water
S31	O2	0.19666	water
S31	O2	0.190244	water
S31	O2	0.183377	water
S31	O2	0.188187	water
S31	O2	0.188212	water
S31	O2	0.188221	water
S31	O2	0.19841	water
S31	O2	0.183555	water
S31	O2	0.194152	water
S31	O2	0.185	water
S31	O2	0.188153	water
S31	O2	0.18562	water
S31	O2	0.191484	water
S31	O2	0.178992	water
S31	O2	0.192895	water
S31	O2	0.18942	water
S31	O2	0.200127	water
S31	O2	0.207605	water
S31	O2	0.197195	water
S31	O2	0.193591	water
S31	O2	0.179102	water
S31	O2	0.185553	water
S31	O2	0.203875	water
S31	O2	0.19032	water
S31	O2	0.189894	water
S31	O2	0.190167	water
S31	O2	0.190132	water
S31	O2	0.19598	water
S31	O2	0.194357	water
S31	O2	0.192946	water
S31	O2	0.190192	water
S31	O2	0.183538	water
S31	O2	0.191178	water
S31	O2	0.186121	water
S31	O2	0.192717	water
S31	O2	0.190244	water
S31	O2	0.194672	water
S31	O2	0.192818	water
S31	O2	0.19123	water
S31	O2	0.190379	water
S31	O2	0.194382	water
S31	O2	0.193676	water
S31	O2	0.193448	water
S31	O2	0.195589	water
S31	O2	0.197356	water
S31	O2	0.191068	water
S31	O2	0.189878	water
S31	O2	0.193031	water
S31	O2	0.192156	water
S31	O2	0.188782	water
S31	O2	0.18862	water
S31	O2	0.199685	water
S31	O2	0.194815	water
S31	O2	0.191748	water
S31	O2	0.184499	water
S31	O2	0.199166	water
S31	O2	0.202132	water
S31	O2	0.190184	water
S31	O2	0.193396	water
S31	O2	0.191195	water
S31	O2	0.189776	water
S31	O2	0.193838	water
S31	O2	0.185553	water
S31	O2	0.200407	water
S31	O2	0.188144	water
S31	O2	0.19269	water
S31	O2	0.192224	water
S31	O2	0.198027	water
S31	O2	0.206586	water
S31	O2	0.190863	water
S31	O2	0.190507	water
S31	O2	0.199193	water
S31	O2	0.190184	water
S31	O2	0.183606	water
S31	O2	0.190669	water
S31	O2	0.1953	water
S31	O2	0.183453	water
S31	O2	0.189674	water
S31	O2	0.200059	water
S31	O2	0.189563	water
S31	O2	0.19485	water
S31	O2	0.190983	water
S31	O2	0.188943	water
S31	O2	0.187694	water
S31	O2	0.190439	water
S31	O2	0.188952	water
S31	O2	0.183513	water
S31	O2	0.192419	water
S31	O2	0.197298	water
S31	O2	0.190779	water
S31	O2	0.186887	water
S31	O2	0.192487	water
S31	O2	0.190745	water
S31	O2	0.187958	water
S31	O2	0.18562	water
S31	O2	0.191493	water
S31	O2	0.187736	water
S31	O2	0.185178	water
S31	O2	0.180003	water
S31	O2	0.181006	water
S31	O2	0.188892	water
S31	O2	0.193396	water
S31	O2	0.183598	water
S31	O2	0.20175	water
S31	O2	0.194782	water
S31	O2	0.180726	water
S31	O2	0.195061	water
S31	O2	0.195266	water
S31	O2	0.190159	water
S31	O2	0.190677	water
S31	O2	0.194527	water
S31	O2	0.188824	water
S31	O2	0.193812	water
S31	O2	0.183555	water
S31	O2	0.183946	water
S31	O2	0.188349	water
S31	O2	0.18947	water
S31	O2	0.197832	water
S31	O2	0.188927	water
S31	O2	0.193847	water
S31	O2	0.188952	water
S31	O2	0.188662	water
S31	O2	0.194587	water
S31	O2	0.190064	water
S31	O2	0.192802	water
S31	O2	0.192189	water
S31	O2	0.192284	water
S31	O2	0.191917	water
S31	O2	0.19247	water
S31	O2	0.193013	water
S31	O2	0.194374	water
S31	O2	0.192733	water
S31	O2	0.192249	water
S31	O2	0.191994	water
S31	O2	0.192309	water
S31	O2	0.193694	water
S31	O2	0.193166	water
S31	O2	0.192019	water
S31	O2	0.192274	water
S31	O2	0.194161	water
S31	O2	0.191714	water
S31	O2	0.191509	water
S31	O2	0.191909	water
S31	O2	0.192827	water
S31	O2	0.192427	water
S31	O2	0.191917	water
S31	O2	0.1927	water
S31	O2	0.193081	water
S31	O2	0.192292	water
S31	O2	0.19281	water
S31	O2	0.19287	water
S31	O2	0.189589	water
S31	O2	0.196252	water
S31	O2	0.189954	water
S31	O2	0.191348	water
S31	O2	0.192725	water
S31	O2	0.196523	water
S31	O2	0.187856	water
S31	O2	0.196575	water
S31	O2	0.199234	water
S31	O2	0.18109	water
S31	O2	0.204283	water
S31	O2	0.19088	water
S31	O2	0.191518	water
S31	O2	0.186274	water
S31	O2	0.191068	water
S31	O2	0.193073	water
S31	O2	0.188705	water
S31	O2	0.180929	water
S31	O2	0.191076	water
S31	O2	0.185034	water
S31	O2	0.188229	water
S31	O2	0.193558	water
S31	O2	0.198708	water
S31	O2	0.199694	water
S31	O2	0.188306	water
S31	O2	0.192096	water
S31	O2	0.191833	water
S31	O2	0.196515	water
S31	O2	0.202022	water
S31	O2	0.192495	water
S31	O2	0.192359	water
S31	O2	0.193787	water
S31	O2	0.192369	water
S31	O2	0.193643	water
S31	O2	0.191518	water
S31	O2	0.191799	water
S31	O2	0.192758	water
S31	O2	0.192843	water
S31	O2	0.192037	water
S31	O2	0.191714	water
S31	O2	0.191748	water
S31	O2	0.19224	water
S31	O2	0.192224	water
S31	O2	0.192385	water
S31	O2	0.192674	water
S31	O2	0.193489	water
S31	O2	0.195742	water
S31	O2	0.192054	water
S31	O2	0.192827	water
S31	O2	0.192377	water
S31	O2	0.1927	water
S31	O2	0.192835	water
S31	O2	0.193286	water
S31	O2	0.192284	water
S31	O2	0.191773	water
S31	O2	0.191866	water
S31	O2	0.191553	water
S31	O2	0.190702	water
S31	O2	0.192232	water
S31	O2	0.190855	water
S31	O2	0.191714	water
S31	O2	0.191781	water
S31	O2	0.192181	water
S31	O2	0.192818	water
S31	O2	0.19117	water
S31	O2	0.188884	water
S31	O2	0.186402	water
S31	O2	0.179757	2
S31	O2	0.167527	2
S31	O2	0.157355	2
S31	O2	0.138871	2
S31	O2	0.122554	2
S31	O2	0.104623	2
S31	O2	0.066033	2
S31	O2	0.032235	2
S31	O2	0.014397	2
S31	O2	0.008209	2
S31	O2	0.005304	2
S31	O2	0.003408	2
S31	O2	0.002201	2
S31	O2	0.001369	2
S31	O2	0.000867	2
S31	O2	0.000613	2
S31	O2	0.000443	2
S31	O2	0.000366	2
S31	O2	0.000323	2
S31	O2	0.000306	2
S31	O2	0.00029	2
S31	O2	0.000188	2
S31	O2	0.00017	2
S31	O2	0.000136	2
S31	O2	0.000103	2
S31	O2	0.000103	2
S31	O2	0.0000766	2
S31	O2	0.0000849	2
S31	O2	0.0000766	2
S31	O2	0.0000933	2
S31	O2	0.0000599	2
S31	O2	0.0000432	2
S31	O2	0.0000432	2
S31	O2	0.0000348	2
S31	O2	0.0000432	2
S31	O2	0.0000265	2
S31	O2	0.0000432	2
S31	O2	0.0000167	2
S31	O2	0.0000265	2
S31	O2	0.0000265	2
S31	O2	0.0000167	2
S31	O2	-0.0000084	2
S31	O2	-0.0000084	2
S31	O2	0	2
S31	O2	0	2
S31	O2	-0.0000084	2
S31	O2	0	2
S31	O2	-0.0000084	2
S31	O2	-0.000033	2
S31	O2	-0.000042	2
S31	O2	-0.000042	2
S31	O2	-0.000017	2
S31	O2	-0.00005	2
S31	O2	-0.000017	2
S31	O2	-0.000033	2
S31	O2	-0.000033	2
S31	O2	-0.000042	2
S31	O2	-0.000058	2
S31	O2	-0.0000084	2
S31	O2	0.00000835	2
S31	O2	-0.0000084	2
S31	O2	-0.000042	2
S31	O2	-0.000068	2
S31	O2	-0.000058	2
S31	O2	-0.000042	2
S31	O2	-0.00005	2
S31	O2	-0.000077	2
S31	O2	-0.000068	2
S31	O2	-0.000068	2
S31	O2	-0.000042	2
S31	O2	-0.00005	2
S31	O2	-0.00005	2
S31	O2	-0.000068	2
S31	O2	-0.000068	2
S31	O2	-0.000058	2
S31	O2	-0.00005	2
S31	O2	-0.000058	2
S31	O2	-0.000077	2
S31	O2	-0.000042	2
S31	O2	-0.000042	2
S31	O2	-0.000025	4
S31	O2	-0.000042	4
S31	O2	-0.00005	4
S31	O2	-0.000017	4
S31	O2	-0.000033	4
S31	O2	-0.000017	4
S31	O2	-0.0000084	4
S31	O2	0.00000835	4
S31	O2	0	4
S31	O2	-0.0000084	4
S31	O2	-0.000033	4
S31	O2	0	4
S31	O2	-0.000042	4
S31	O2	0.00000835	4
S31	O2	-0.0000084	4
S31	O2	-0.000085	4
S31	O2	-0.000085	4
S31	O2	-0.000068	4
S31	O2	-0.00005	4
S31	O2	-0.000068	4
S31	O2	-0.000068	4
S31	O2	-0.000068	4
S31	O2	-0.000068	4
S31	O2	-0.000085	4
S31	O2	-0.000058	4
S31	O2	-0.000077	4
S31	O2	-0.000058	4
S31	O2	-0.000077	4
S31	O2	-0.000093	4
S31	O2	-0.000058	4
S31	O2	-0.000068	4
S31	O2	-0.000068	4
S31	O2	-0.000077	4
S31	O2	-0.000077	4
S31	O2	-0.000058	4
S31	O2	-0.000077	4
S31	O2	-0.000058	4
S31	O2	-0.000058	4
S31	O2	-0.000077	4
S31	O2	-0.000068	4
S31	O2	-0.000068	4
S31	O2	-0.000077	4
S31	O2	0	4
S31	O2	-0.000025	4
S31	O2	-0.000033	4
S31	O2	-0.000025	4
S31	O2	-0.000058	4
S31	O2	-0.000058	4
S31	O2	0.0000432	4
S31	O2	-0.000025	4
S31	O2	-0.000042	4
S31	O2	-0.000068	4
S31	O2	-0.00013	4
S31	O2	-0.00013	4
S31	O2	-0.00013	4
S31	O2	-0.00015	4
S31	O2	-0.00014	4
S31	O2	-0.00013	4
S31	O2	-0.00013	4
S31	O2	-0.00014	4
S31	O2	-0.00014	4
S31	O2	-0.00012	4
S31	O2	-0.00015	4
S31	O2	-0.00014	4
S31	O2	-0.00012	4
S31	O2	-0.00012	4
S31	O2	-0.000093	4
S31	O2	-0.00012	4
S31	O2	0.0000167	4
S31	O2	-0.000085	4
S31	O2	-0.0001	4
S31	O2	-0.0001	4
S31	O2	-0.00011	4
S31	O2	-0.0001	4
S31	O2	-0.000093	4
S31	O2	-0.0001	4
S31	O2	-0.0001	4
S31	O2	-0.000085	4
S31	O2	-0.000093	4
S31	O2	-0.00011	4
S31	O2	-0.000093	6
S31	O2	-0.0001	6
S31	O2	-0.000093	6
S31	O2	-0.0001	6
S31	O2	-0.0001	6
S31	O2	-0.000093	6
S31	O2	-0.00011	6
S31	O2	-0.00012	6
S31	O2	-0.00011	6
S31	O2	-0.0001	6
S31	O2	-0.0001	6
S31	O2	-0.00011	6
S31	O2	-0.00011	6
S31	O2	-0.0001	6
S31	O2	-0.00011	6
S31	O2	-0.00011	6
S31	O2	-0.00011	6
S31	O2	-0.0001	6
S31	O2	-0.000093	6
S31	O2	-0.000093	6
S31	O2	-0.0001	6
S31	O2	-0.00012	6
S31	O2	-0.000093	6
S31	O2	-0.000085	6
S31	O2	-0.000085	6
S31	O2	-0.0001	6
S31	O2	-0.000077	6
S31	O2	-0.000085	6
S31	O2	-0.000085	6
S31	O2	-0.000093	6
S31	O2	-0.000077	6
S31	O2	-0.000093	6
S31	O2	-0.000093	6
S31	O2	-0.000093	6
S31	O2	-0.000085	6
S31	O2	-0.0001	6
S31	O2	-0.000085	6
S31	O2	-0.000093	6
S31	O2	-0.0001	6
S31	O2	-0.000093	6
S31	O2	-0.00011	6
S31	O2	-0.0001	6
S31	O2	-0.00013	6
S31	O2	-0.00011	6
S31	O2	-0.00014	6
S31	O2	-0.00013	6
S31	O2	-0.00014	6
S31	O2	-0.00013	6
S31	O2	-0.00016	6
S31	O2	-0.00015	6
S31	O2	-0.00017	6
S31	O2	-0.00019	6
S31	O2	-0.00019	6
S31	O2	-0.00019	6
S31	O2	-0.0002	6
S31	O2	-0.0002	6
S31	O2	-0.00022	6
S31	O2	-0.00023	6
S31	O2	-0.0002	6
S31	O2	-0.00024	6
S31	O2	-0.00024	6
S31	temp	30.969	water
S31	temp	30.981	water
S31	temp	30.981	water
S31	temp	30.963	water
S31	temp	30.963	water
S31	temp	30.963	water
S31	temp	30.957	water
S31	temp	30.975	water
S31	temp	30.981	water
S31	temp	31.012	water
S31	temp	30.945	water
S31	temp	30.945	water
S31	temp	30.945	water
S31	temp	31.104	water
S31	temp	31.055	water
S31	temp	31	water
S31	temp	30.957	water
S31	temp	30.939	water
S31	temp	30.975	water
S31	temp	31.024	water
S31	temp	30.914	water
S31	temp	30.92	water
S31	temp	30.92	water
S31	temp	30.908	water
S31	temp	30.963	water
S31	temp	31.012	water
S31	temp	30.988	water
S31	temp	30.975	water
S31	temp	30.994	water
S31	temp	30.994	water
S31	temp	30.951	water
S31	temp	30.957	water
S31	temp	30.969	water
S31	temp	30.969	water
S31	temp	30.981	water
S31	temp	30.957	water
S31	temp	30.933	water
S31	temp	30.914	water
S31	temp	30.92	water
S31	temp	30.908	water
S31	temp	30.933	water
S31	temp	30.945	water
S31	temp	30.939	water
S31	temp	30.951	water
S31	temp	30.945	water
S31	temp	30.945	water
S31	temp	30.939	water
S31	temp	30.939	water
S31	temp	30.927	water
S31	temp	31.006	water
S31	temp	30.908	water
S31	temp	30.896	water
S31	temp	30.896	water
S31	temp	30.902	water
S31	temp	30.896	water
S31	temp	30.902	water
S31	temp	30.89	water
S31	temp	30.902	water
S31	temp	30.89	water
S31	temp	30.896	water
S31	temp	30.908	water
S31	temp	30.908	water
S31	temp	30.896	water
S31	temp	30.908	water
S31	temp	30.908	water
S31	temp	30.908	water
S31	temp	30.902	water
