site	measurement	value	depth
S32	O2	0.188738	water
S32	O2	0.187724	water
S32	O2	0.188084	water
S32	O2	0.193112	water
S32	O2	0.188906	water
S32	O2	0.187849	water
S32	O2	0.188135	water
S32	O2	0.189401	water
S32	O2	0.190694	water
S32	O2	0.196435	water
S32	O2	0.192222	water
S32	O2	0.18701	water
S32	O2	0.189217	water
S32	O2	0.193228	water
S32	O2	0.195067	water
S32	O2	0.193212	water
S32	O2	0.192214	water
S32	O2	0.195814	water
S32	O2	0.195235	water
S32	O2	0.19234	water
S32	O2	0.190896	water
S32	O2	0.177877	water
S32	O2	0.17196	water
S32	O2	0.171843	water
S32	O2	0.178356	water
S32	O2	0.185071	water
S32	O2	0.186623	water
S32	O2	0.184173	water
S32	O2	0.181428	water
S32	O2	0.176333	water
S32	O2	0.176963	water
S32	O2	0.179589	water
S32	O2	0.179153	water
S32	O2	0.189771	water
S32	O2	0.184105	water
S32	O2	0.182989	water
S32	O2	0.186959	water
S32	O2	0.189855	water
S32	O2	0.191794	water
S32	O2	0.193607	water
S32	O2	0.202404	water
S32	O2	0.192843	water
S32	O2	0.189544	water
S32	O2	0.186666	water
S32	O2	0.188151	water
S32	O2	0.192238	water
S32	O2	0.198869	water
S32	O2	0.190569	water
S32	O2	0.19114	water
S32	O2	0.193322	water
S32	O2	0.193825	water
S32	O2	0.193128	water
S32	O2	0.191265	water
S32	O2	0.188051	2
S32	O2	0.181125	2
S32	O2	0.170088	2
S32	O2	0.156214	2
S32	O2	0.140685	2
S32	O2	0.12577	2
S32	O2	0.103235	2
S32	O2	0.078868	2
S32	O2	0.064364	2
S32	O2	0.05248	2
S32	O2	0.040879	2
S32	O2	0.03283	2
S32	O2	0.027634	2
S32	O2	0.021776	2
S32	O2	0.020232	2
S32	O2	0.017201	2
S32	O2	0.015094	2
S32	O2	0.013198	2
S32	O2	0.013097	2
S32	O2	0.013173	2
S32	O2	0.012602	2
S32	O2	0.01653	2
S32	O2	0.023883	2
S32	O2	0.032578	2
S32	O2	0.038328	2
S32	O2	0.040402	2
S32	O2	0.041273	2
S32	O2	0.041122	2
S32	O2	0.03863	2
S32	O2	0.035315	2
S32	O2	0.035683	2
S32	O2	0.041854	2
S32	O2	0.048913	2
S32	O2	0.052009	2
S32	O2	0.05132	2
S32	O2	0.046738	2
S32	O2	0.041224	2
S32	O2	0.035718	2
S32	O2	0.034106	2
S32	O2	0.03309	2
S32	O2	0.033284	2
S32	O2	0.033292	2
S32	O2	0.03925	2
S32	O2	0.045403	2
S32	O2	0.044278	2
S32	O2	0.041962	2
S32	O2	0.038831	2
S32	O2	0.035047	2
S32	O2	0.030942	2
S32	O2	0.028021	2
S32	O2	0.025478	2
S32	O2	0.023077	2
S32	O2	0.019526	2
S32	O2	0.015531	2
S32	O2	0.011569	2
S32	O2	0.01178	2
S32	O2	0.014944	2
S32	O2	0.017941	2
S32	O2	0.019702	2
S32	O2	0.0205	2
S32	O2	0.020862	2
S32	O2	0.02087	2
S32	O2	0.020432	2
S32	O2	0.019635	2
S32	O2	0.018628	2
S32	O2	0.017378	2
S32	O2	0.016505	2
S32	O2	0.015271	2
S32	O2	0.014717	2
S32	O2	0.014104	2
S32	O2	0.010528	2
S32	O2	0.004973	2
S32	O2	0.002361	2
S32	O2	0.001825	2
S32	O2	0.001463	2
S32	O2	0.001036	2
S32	O2	0.000919	2
S32	O2	0.000825	2
S32	O2	0.000809	2
S32	O2	0.000716	2
S32	O2	0.000649	2
S32	O2	0.000532	4
S32	O2	0.000507	4
S32	O2	0.000432	4
S32	O2	0.000465	4
S32	O2	0.000397	4
S32	O2	0.000381	4
S32	O2	0.000356	4
S32	O2	0.000314	4
S32	O2	0.000281	4
S32	O2	0.000264	4
S32	O2	0.000254	4
S32	O2	0.000246	4
S32	O2	0.00023	4
S32	O2	0.000289	4
S32	O2	0.00023	4
S32	O2	0.00023	4
S32	O2	0.000188	4
S32	O2	0.00018	4
S32	O2	0.000162	4
S32	O2	0.000162	4
S32	O2	0.000146	4
S32	O2	0.000138	4
S32	O2	0.000129	4
S32	O2	0.000138	4
S32	O2	0.000129	4
S32	O2	0.000129	4
S32	O2	0.000121	4
S32	O2	0.000121	4
S32	O2	0.000105	4
S32	O2	0.000121	4
S32	O2	0.0000949	4
S32	O2	0.000105	4
S32	O2	0.000113	4
S32	O2	0.000105	4
S32	O2	0.000105	4
S32	O2	0.0000866	4
S32	O2	0.0000866	4
S32	O2	0.0000784	4
S32	O2	0.0000949	4
S32	O2	0.0000866	4
S32	O2	0.000113	4
S32	O2	0.0000949	4
S32	O2	0.0000866	4
S32	O2	0.0000784	4
S32	O2	0.0000701	4
S32	O2	0.0000949	4
S32	O2	0.000105	4
S32	O2	0.0000784	4
S32	O2	0.0000784	4
S32	O2	0.0000701	4
S32	O2	0.0000701	4
S32	O2	0.0000701	4
S32	O2	0.0000866	4
S32	O2	0.0000866	4
S32	O2	0.0000866	4
S32	O2	0.0000701	4
S32	O2	0.0000784	4
S32	O2	0.0000619	4
S32	O2	0.0000701	4
S32	O2	0.0000619	4
S32	O2	0.0000619	4
S32	O2	0.0000619	4
S32	O2	0.0000866	4
S32	O2	0.0000536	4
S32	O2	0.0000701	4
S32	O2	0.0000701	4
S32	O2	0.0000619	4
S32	O2	0.0000619	4
S32	O2	0.0000371	4
S32	O2	0.0000866	4
S32	O2	0.0000536	4
S32	O2	0.0000454	4
S32	O2	0.0000536	4
S32	O2	0.0000536	4
S32	O2	0.0000289	4
S32	O2	0.0000371	4
S32	O2	0.0000454	4
S32	O2	0.0000289	4
S32	O2	0.0000206	4
S32	O2	0.0000289	4
S32	O2	0.0000206	6
S32	O2	0.0000206	6
S32	O2	0.00000275	6
S32	O2	0.00000275	6
S32	O2	0.195832	water
S32	O2	0.197115	water
S32	O2	0.197526	water
S32	O2	0.197929	water
S32	O2	0.197896	water
S32	O2	0.197828	water
S32	O2	0.196638	water
S32	O2	0.196814	water
S32	O2	0.197098	water
S32	O2	0.197023	water
S32	O2	0.196638	water
S32	O2	0.196855	water
S32	O2	0.196738	water
S32	O2	0.196704	water
S32	O2	0.196646	water
S32	O2	0.19636	water
S32	O2	0.196335	water
S32	O2	0.196159	water
S32	O2	0.196125	water
S32	O2	0.1962	water
S32	O2	0.196679	water
S32	O2	0.196754	water
S32	O2	0.196671	water
S32	O2	0.196352	water
S32	O2	0.196738	water
S32	O2	0.199894	water
S32	O2	0.196662	water
S32	O2	0.196721	water
S32	O2	0.196805	water
S32	O2	0.196822	water
S32	O2	0.196695	water
S32	O2	0.19683	water
S32	O2	0.196965	water
S32	O2	0.196712	water
S32	O2	0.196947	water
S32	O2	0.196914	water
S32	O2	0.196871	water
S32	O2	0.195781	water
S32	O2	0.196578	water
S32	O2	0.197031	water
S32	O2	0.196947	water
S32	O2	0.196939	water
S32	O2	0.196847	water
S32	O2	0.19673	water
S32	O2	0.196704	water
S32	O2	0.196327	water
S32	O2	0.196376	water
S32	O2	0.196552	water
S32	O2	0.19657	water
S32	O2	0.211375	water
S32	O2	0.195949	water
S32	O2	0.196427	water
S32	O2	0.196486	water
S32	O2	0.196611	water
S32	O2	0.196847	water
S32	O2	0.196603	water
S32	O2	0.196822	water
S32	O2	0.198878	water
S32	O2	0.198509	water
S32	O2	0.197988	water
S32	O2	0.197677	water
S32	O2	0.197552	water
S32	O2	0.197569	water
S32	O2	0.199062	water
S32	O2	0.197602	water
S32	O2	0.196814	water
S32	O2	0.195949	water
S32	O2	0.196251	water
S32	O2	0.196175	water
S32	O2	0.1962	water
S32	O2	0.196041	water
S32	O2	0.195999	water
S32	O2	0.195713	water
S32	O2	0.195394	water
S32	O2	0.195672	water
S32	O2	0.19568	water
S32	O2	0.195773	water
S32	O2	0.195949	water
S32	O2	0.195924	water
S32	O2	0.199886	water
S32	O2	0.196327	water
S32	O2	0.196385	water
S32	O2	0.196368	water
S32	O2	0.196284	water
S32	O2	0.196427	water
S32	O2	0.196108	water
S32	O2	0.196116	water
S32	O2	0.195916	water
S32	O2	0.195932	water
S32	O2	0.196192	water
S32	O2	0.194782	water
S32	O2	0.19495	water
S32	O2	0.195361	water
S32	O2	0.195672	water
S32	O2	0.195916	water
S32	O2	0.195764	water
S32	O2	0.196075	water
S32	O2	0.196259	water
S32	O2	0.196376	water
S32	O2	0.19563	water
S32	O2	0.198147	water
S32	O2	0.196116	water
S32	O2	0.195654	water
S32	O2	0.196133	water
S32	O2	0.196208	water
S32	O2	0.1962	water
S32	O2	0.196159	water
S32	O2	0.196318	water
S32	O2	0.196225	water
S32	O2	0.196159	water
S32	O2	0.196981	water
S32	O2	0.195361	water
S32	O2	0.195537	water
S32	O2	0.194908	water
S32	O2	0.195034	water
S32	O2	0.195345	water
S32	O2	0.195554	water
S32	O2	0.195151	water
S32	O2	0.19699	water
S32	O2	0.196805	water
S32	O2	0.19657	water
S32	O2	0.196914	water
S32	O2	0.196981	water
S32	O2	0.197225	water
S32	O2	0.197098	water
S32	O2	0.197644	water
S32	O2	0.19693	water
S32	O2	0.196947	water
S32	O2	0.196947	water
S32	O2	0.196855	water
S32	O2	0.196536	water
S32	O2	0.196511	water
S32	O2	0.19646	water
S32	O2	0.196544	water
S32	O2	0.196906	water
S32	O2	0.196578	water
S32	O2	0.196486	water
S32	O2	0.19646	water
S32	O2	0.196552	water
S32	O2	0.196822	water
S32	O2	0.196654	water
S32	O2	0.196763	water
S32	O2	0.196687	water
S32	O2	0.196628	water
S32	O2	0.196208	water
S32	O2	0.196217	water
S32	O2	0.196243	water
S32	O2	0.196318	water
S32	O2	0.196544	water
S32	O2	0.196746	water
S32	O2	0.197384	water
S32	O2	0.197368	water
S32	O2	0.197409	water
S32	O2	0.197317	water
S32	O2	0.196444	water
S32	O2	0.197057	water
S32	O2	0.196947	water
S32	O2	0.196125	water
S32	O2	0.196284	water
S32	O2	0.196327	water
S32	O2	0.19636	water
S32	O2	0.196511	water
S32	O2	0.196562	water
S32	O2	0.196419	water
S32	O2	0.200775	water
S32	O2	0.199684	water
S32	O2	0.198659	water
S32	O2	0.198064	water
S32	O2	0.197921	water
S32	O2	0.197855	water
S32	O2	0.196754	water
S32	O2	0.196796	water
S32	O2	0.19693	water
S32	O2	0.196922	water
S32	O2	0.197133	water
S32	O2	0.197225	water
S32	O2	0.197409	water
S32	O2	0.199567	water
S32	O2	0.196478	water
S32	O2	0.197031	water
S32	O2	0.197006	water
S32	O2	0.196863	water
S32	O2	0.197216	water
S32	O2	0.197098	water
S32	O2	0.196721	water
S32	O2	0.196662	water
S32	O2	0.196646	water
S32	O2	0.196486	water
S32	O2	0.196125	water
S32	O2	0.196276	water
S32	O2	0.196075	water
S32	O2	0.195697	water
S32	O2	0.195521	water
S32	O2	0.196394	water
S32	O2	0.196376	water
S32	O2	0.196452	water
S32	O2	0.1962	water
S32	O2	0.196587	water
S32	O2	0.196712	water
S32	O2	0.196654	water
S32	O2	0.195118	water
S32	O2	0.195319	water
S32	O2	0.195638	water
S32	O2	0.196184	water
S32	O2	0.198861	water
S32	O2	0.19646	water
S32	O2	0.19662	water
S32	O2	0.196687	water
S32	O2	0.196847	water
S32	O2	0.197106	water
S32	O2	0.196981	water
S32	O2	0.196796	water
S32	O2	0.196452	water
S32	O2	0.19636	water
S32	O2	0.196049	water
S32	O2	0.198618	water
S32	O2	0.195738	water
S32	O2	0.195638	water
S32	O2	0.195713	water
S32	O2	0.195748	water
S32	O2	0.195654	water
S32	O2	0.195579	water
S32	O2	0.195806	water
S32	O2	0.197577	water
S32	O2	0.195218	water
S32	O2	0.19636	water
S32	O2	0.208892	water
S32	O2	0.195848	water
S32	O2	0.196167	water
S32	O2	0.195924	water
S32	O2	0.195554	water
S32	O2	0.195554	water
S32	O2	0.195294	water
S32	O2	0.19547	water
S32	O2	0.195286	water
S32	O2	0.195	water
S32	O2	0.195167	water
S32	O2	0.19537	water
S32	O2	0.196721	water
S32	O2	0.194732	water
S32	O2	0.195194	water
S32	O2	0.197106	water
S32	O2	0.195302	water
S32	O2	0.19563	water
S32	O2	0.195394	water
S32	O2	0.195353	water
S32	O2	0.195454	water
S32	O2	0.196746	water
S32	O2	0.196394	water
S32	O2	0.196318	water
S32	O2	0.197014	water
S32	O2	0.196562	water
S32	O2	0.196603	water
S32	O2	0.196327	water
S32	O2	0.196495	water
S32	O2	0.196587	water
S32	O2	0.196738	water
S32	O2	0.196578	water
S32	O2	0.196763	water
S32	O2	0.196394	water
S32	O2	0.197804	water
S32	O2	0.197342	water
S32	O2	0.196906	water
S32	O2	0.196721	water
S32	O2	0.196528	water
S32	O2	0.196654	water
S32	O2	0.196259	water
S32	O2	0.196814	water
S32	O2	0.196771	water
S32	O2	0.196671	water
S32	O2	0.195932	water
S32	O2	0.197014	water
S32	O2	0.196638	water
S32	O2	0.195797	water
S32	O2	0.196075	water
S32	O2	0.196065	water
S32	O2	0.195957	water
S32	O2	0.195999	water
S32	O2	0.19683	water
S32	O2	0.196435	water
S32	O2	0.197039	water
S32	O2	0.19657	water
S32	O2	0.196511	water
S32	O2	0.190242	water
S32	O2	0.192985	water
S32	O2	0.191651	water
S32	O2	0.194371	water
S32	O2	0.194572	water
S32	O2	0.194615	water
S32	O2	0.192592	water
S32	O2	0.196511	water
S32	O2	0.193574	water
S32	O2	0.193909	water
S32	O2	0.194404	water
S32	O2	0.197199	water
S32	O2	0.197014	water
S32	O2	0.192876	water
S32	O2	0.194169	water
S32	O2	0.194169	water
S32	O2	0.197393	water
S32	O2	0.194539	water
S32	O2	0.195529	water
S32	O2	0.197225	water
S32	O2	0.196814	water
S32	O2	0.196578	water
S32	O2	0.19662	water
S32	O2	0.194556	water
S32	O2	0.194866	water
S32	O2	0.197216	water
S32	O2	0.19683	water
S32	O2	0.195965	water
S32	O2	0.195689	water
S32	O2	0.195185	water
S32	O2	0.194799	water
S32	O2	0.192508	water
S32	O2	0.193557	water
S32	O2	0.193582	water
S32	O2	0.196116	water
S32	O2	0.196159	water
S32	O2	0.196041	water
S32	O2	0.19474	water
S32	O2	0.195042	water
S32	O2	0.194589	water
S32	O2	0.194329	water
S32	O2	0.194572	water
S32	O2	0.194564	water
S32	O2	0.195	water
S32	O2	0.195194	water
S32	O2	0.195537	water
S32	O2	0.195873	water
S32	O2	0.196159	water
S32	O2	0.19594	water
S32	O2	0.195705	water
S32	O2	0.195478	water
S32	O2	0.195814	water
S32	O2	0.195689	water
S32	O2	0.19568	water
S32	O2	0.19537	water
S32	O2	0.195353	water
S32	O2	0.195051	water
S32	O2	0.19547	water
S32	O2	0.195462	water
S32	O2	0.195487	water
S32	O2	0.195302	water
S32	O2	0.19563	water
S32	O2	0.195421	water
S32	O2	0.195654	water
S32	O2	0.195654	water
S32	O2	0.19547	water
S32	O2	0.195806	water
S32	O2	0.195462	water
S32	O2	0.195529	water
S32	O2	0.195445	water
S32	O2	0.19557	water
S32	O2	0.195445	water
S32	O2	0.195403	water
S32	O2	0.195319	water
S32	O2	0.195177	water
S32	O2	0.195353	water
S32	O2	0.195445	water
S32	O2	0.195664	water
S32	O2	0.195822	water
S32	O2	0.195856	water
S32	O2	0.195672	water
S32	O2	0.195654	water
S32	O2	0.195597	water
S32	O2	0.195738	water
S32	O2	0.195773	water
S32	O2	0.195605	water
S32	O2	0.195546	water
S32	O2	0.19521	water
S32	O2	0.195243	water
S32	O2	0.195722	water
S32	O2	0.195738	water
S32	O2	0.195445	water
S32	O2	0.19563	water
S32	O2	0.195513	water
S32	O2	0.195865	water
S32	O2	0.196024	water
S32	O2	0.196116	water
S32	O2	0.195638	water
S32	O2	0.19584	water
S32	O2	0.195806	water
S32	O2	0.195873	water
S32	O2	0.195814	water
S32	O2	0.195889	water
S32	O2	0.195689	water
S32	O2	0.19563	water
S32	O2	0.195429	water
S32	O2	0.195504	water
S32	O2	0.195605	water
S32	O2	0.195529	water
S32	O2	0.195478	water
S32	O2	0.195621	water
S32	O2	0.195605	water
S32	O2	0.195697	water
S32	O2	0.195722	water
S32	O2	0.195689	water
S32	O2	0.195445	water
S32	O2	0.195445	water
S32	O2	0.195421	water
S32	O2	0.195421	water
S32	O2	0.195504	water
S32	O2	0.195689	water
S32	O2	0.196141	water
S32	O2	0.195562	water
S32	O2	0.195597	water
S32	O2	0.195597	water
S32	O2	0.195067	water
S32	O2	0.194983	water
S32	O2	0.195177	water
S32	O2	0.195345	water
S32	O2	0.195235	water
S32	O2	0.195261	water
S32	O2	0.195487	water
S32	O2	0.195421	water
S32	O2	0.195394	water
S32	O2	0.195269	water
S32	O2	0.195286	water
S32	O2	0.195261	water
S32	O2	0.195621	water
S32	O2	0.195521	water
S32	O2	0.195613	water
S32	O2	0.195495	water
S32	O2	0.195487	water
S32	O2	0.195437	water
S32	O2	0.195513	water
S32	O2	0.195067	water
S32	O2	0.195084	water
S32	O2	0.195167	water
S32	O2	0.195386	water
S32	O2	0.19537	water
S32	O2	0.195454	water
S32	O2	0.195654	water
S32	O2	0.195562	water
S32	O2	0.195319	water
S32	O2	0.195235	water
S32	O2	0.195353	water
S32	O2	0.195319	water
S32	O2	0.194899	water
S32	O2	0.195386	water
S32	O2	0.195529	water
S32	O2	0.195654	water
S32	O2	0.195194	water
S32	O2	0.195177	water
S32	O2	0.195092	water
S32	O2	0.195101	water
S32	O2	0.195353	water
S32	O2	0.195345	water
S32	O2	0.196075	water
S32	O2	0.195403	water
S32	O2	0.195513	water
S32	O2	0.195353	water
S32	O2	0.195738	water
S32	O2	0.195965	water
S32	O2	0.195411	water
S32	O2	0.194958	water
S32	O2	0.19531	water
S32	O2	0.196092	water
S32	O2	0.19521	water
S32	O2	0.195101	water
S32	O2	0.194916	water
S32	O2	0.195101	water
S32	O2	0.195084	water
S32	O2	0.195075	water
S32	O2	0.195059	water
S32	O2	0.195008	water
S32	O2	0.195075	water
S32	O2	0.194748	water
S32	O2	0.195018	water
S32	O2	0.194832	water
S32	O2	0.194765	water
S32	O2	0.194899	water
S32	O2	0.195159	water
S32	O2	0.195277	water
S32	O2	0.195605	water
S32	O2	0.195	water
S32	O2	0.195051	water
S32	O2	0.195075	water
S32	O2	0.195302	water
S32	O2	0.195235	water
S32	O2	0.195579	water
S32	O2	0.195386	water
S32	O2	0.195478	water
S32	O2	0.195319	water
S32	O2	0.195251	water
S32	O2	0.195185	water
S32	O2	0.195051	water
S32	O2	0.195034	water
S32	O2	0.194983	water
S32	O2	0.195218	water
S32	O2	0.195059	water
S32	O2	0.19511	water
S32	O2	0.194858	water
S32	O2	0.19511	water
S32	O2	0.195294	water
S32	O2	0.195421	water
S32	O2	0.195018	water
S32	O2	0.194958	water
S32	O2	0.194212	water
S32	O2	0.192592	water
S32	O2	0.193228	water
S32	O2	0.193658	water
S32	O2	0.194034	water
S32	O2	0.194605	water
S32	O2	0.19385	water
S32	O2	0.193649	water
S32	O2	0.193725	water
S32	O2	0.193993	water
S32	O2	0.194455	water
S32	O2	0.194967	water
S32	O2	0.195421	water
S32	O2	0.194924	water
S32	O2	0.19495	water
S32	O2	0.194513	water
S32	O2	0.194404	water
S32	O2	0.194463	water
S32	O2	0.194564	water
S32	O2	0.194848	water
S32	O2	0.195026	water
S32	O2	0.195654	water
S32	O2	0.195579	water
S32	O2	0.195185	water
S32	O2	0.195126	water
S32	O2	0.195345	water
S32	O2	0.195319	water
S32	O2	0.195075	water
S32	O2	0.194723	water
S32	O2	0.194934	water
S32	O2	0.195421	water
S32	O2	0.195319	water
S32	O2	0.195429	water
S32	O2	0.195562	water
S32	O2	0.195605	water
S32	O2	0.195999	water
S32	O2	0.196041	water
S32	O2	0.196032	water
S32	O2	0.196503	water
S32	O2	0.196108	water
S32	O2	0.196402	water
S32	O2	0.195889	water
S32	O2	0.19584	water
S32	O2	0.195957	water
S32	O2	0.195889	water
S32	O2	0.196092	water
S32	O2	0.196116	water
S32	O2	0.195991	water
S32	O2	0.196133	water
S32	O2	0.196268	water
S32	O2	0.196352	water
S32	O2	0.196562	water
S32	O2	0.196814	water
S32	O2	0.196662	water
S32	O2	0.196863	water
S32	O2	0.196871	water
S32	O2	0.196544	water
S32	O2	0.196611	water
S32	O2	0.196687	water
S32	O2	0.196638	water
S32	O2	0.196965	water
S32	O2	0.195713	water
S32	O2	0.19563	water
S32	O2	0.195889	water
S32	O2	0.196318	water
S32	O2	0.196495	water
S32	O2	0.196654	water
S32	O2	0.196939	water
S32	O2	0.196889	water
S32	O2	0.197384	water
S32	O2	0.19699	water
S32	O2	0.19657	water
S32	O2	0.19683	water
S32	O2	0.196738	water
S32	O2	0.196838	water
S32	O2	0.196822	water
S32	O2	0.197266	water
S32	O2	0.19699	water
S32	O2	0.196855	water
S32	O2	0.196814	water
S32	O2	0.196292	water
S32	O2	0.196394	water
S32	O2	0.196679	water
S32	O2	0.196646	water
S32	O2	0.197141	water
S32	O2	0.196578	water
S32	O2	0.19673	water
S32	O2	0.196712	water
S32	O2	0.196939	water
S32	O2	0.197199	water
S32	O2	0.197039	water
S32	O2	0.197039	water
S32	O2	0.197401	water
S32	O2	0.196746	water
S32	O2	0.196016	water
S32	O2	0.195982	water
S32	O2	0.196024	water
S32	O2	0.196495	water
S32	O2	0.196519	water
S32	O2	0.196695	water
S32	O2	0.196771	water
S32	temp	30.701	water
S32	temp	30.695	water
S32	temp	30.701	water
S32	temp	30.701	water
S32	temp	30.688	water
S32	temp	30.713	water
S32	temp	30.707	water
S32	temp	30.707	water
S32	temp	30.707	water
S32	temp	30.707	water
S32	temp	30.695	water
S32	temp	30.707	water
S32	temp	30.713	water
S32	temp	30.707	water
S32	temp	30.707	water
S32	temp	30.701	water
S32	temp	30.725	water
S32	temp	30.743	water
S32	temp	30.75	water
S32	temp	30.743	water
S32	temp	30.725	water
S32	temp	30.75	water
S32	temp	30.743	water
S32	temp	30.731	water
S32	temp	30.725	water
S32	temp	30.731	water
S32	temp	30.713	water
S32	temp	30.713	water
S32	temp	30.707	water
S32	temp	30.719	water
S32	temp	30.695	water
S32	temp	30.701	water
S32	temp	30.719	water
S32	temp	30.719	water
S32	temp	30.707	water
S32	temp	30.725	water
S32	temp	30.719	water
S32	temp	30.725	water
S32	temp	30.713	water
S32	temp	30.701	water
S32	temp	30.713	water
S32	temp	30.713	water
S32	temp	30.719	water
S32	temp	30.725	water
S32	temp	30.725	water
S32	temp	30.725	water
S32	temp	30.737	water
S32	temp	30.725	water
S32	temp	30.731	water
S32	temp	30.737	water
S32	temp	30.719	water
S32	temp	30.719	water
S32	temp	30.719	water
S32	temp	30.725	water
S32	temp	30.719	water
S32	temp	30.713	water
S32	temp	30.719	water
S32	temp	30.719	water
S32	temp	30.719	water
S32	temp	30.713	water
S32	temp	30.713	water
S32	temp	30.719	water
S32	temp	30.713	water
S32	temp	30.725	water
S32	temp	30.713	water
S32	temp	30.725	water
S32	temp	30.713	water
S32	temp	30.719	water
S32	temp	30.719	water
S32	temp	30.719	water
S32	temp	30.719	water
S32	temp	30.713	water
S32	temp	30.725	water
S32	temp	30.713	water
S32	temp	30.725	water
S32	temp	30.731	water
S32	temp	30.731	water
S32	temp	30.731	water
S32	temp	30.731	water
S32	temp	30.725	water
S32	temp	30.737	water
S32	temp	30.756	water
S32	temp	30.756	water
S32	temp	30.75	water
S32	temp	30.762	water
S32	temp	30.756	water
S32	temp	30.762	water
S32	temp	30.756	water
S32	temp	30.75	water
S32	temp	30.75	water
S32	temp	30.719	water
S32	temp	30.719	water
S32	temp	30.737	water
S32	temp	30.719	water
S32	temp	30.719	water
S32	temp	30.719	water
S32	temp	30.719	water
S32	temp	30.725	water
S32	temp	30.725	water
S32	temp	30.719	water
S32	temp	30.713	water
S32	temp	30.719	water
S32	temp	30.731	water
S32	temp	30.725	water
S32	temp	30.719	water
S32	temp	30.713	water
S32	temp	30.725	water
S32	temp	30.731	water
S32	temp	30.731	water
S32	temp	30.725	water
S32	temp	30.713	water
S32	temp	30.725	water
S32	temp	30.719	water
S32	temp	30.719	water
S32	temp	30.731	water
S32	temp	30.725	water
S32	temp	30.731	water
S32	temp	30.737	water
S32	temp	30.731	water
S32	temp	30.737	water
S32	temp	30.713	water
S32	temp	30.725	water
S32	temp	30.731	water
S32	temp	30.731	water
S32	temp	30.725	water
S32	temp	30.737	water
S32	temp	30.731	water
S32	temp	30.737	water
S32	temp	30.731	water
S32	temp	30.731	water
S32	temp	30.725	water
S32	temp	30.725	water
S32	temp	30.725	water
S32	temp	30.725	water
S32	temp	30.713	water
S32	temp	30.707	water
S32	temp	30.713	water
S32	temp	30.719	water
S32	temp	30.713	water
S32	temp	30.713	water
S32	temp	30.676	water
S32	temp	30.695	water
S32	temp	30.695	water
S32	temp	30.701	water
S32	temp	30.701	water
S32	temp	30.695	water
S32	temp	30.707	water
S32	temp	30.707	water
S32	temp	30.719	water
S32	temp	30.719	water
S32	temp	30.676	water
S32	temp	30.695	water
S32	temp	30.695	water
S32	temp	30.676	water
S32	temp	30.688	water
S32	temp	30.695	water
S32	temp	30.695	water
S32	temp	30.682	water
S32	temp	30.688	water
S32	temp	30.682	water
S32	temp	30.713	water
S32	temp	30.737	water
S32	temp	30.743	water
S32	temp	30.75	water
S32	temp	30.75	water
S32	temp	30.762	water
S32	temp	30.762	water
S32	temp	30.78	water
S32	temp	30.768	water
S32	temp	30.756	water
S32	temp	30.768	water
S32	temp	30.762	water
S32	temp	30.768	water
S32	temp	30.762	water
S32	temp	30.762	water
S32	temp	30.756	water
S32	temp	30.756	water
S32	temp	30.725	water
S32	temp	30.743	water
S32	temp	30.725	water
S32	temp	30.731	water
S32	temp	30.737	water
S32	temp	30.743	water
S32	temp	30.731	water
S32	temp	30.731	water
S32	temp	30.719	water
S32	temp	30.731	water
S32	temp	30.829	water
S32	temp	30.908	water
S32	temp	30.841	water
S32	temp	30.774	water
S32	temp	30.768	water
S32	temp	30.768	water
S32	temp	30.762	water
S32	temp	30.774	water
S32	temp	30.762	water
S32	temp	30.768	water
S32	temp	30.768	water
S32	temp	30.756	water
S32	temp	30.75	water
S32	temp	30.731	water
S32	temp	30.756	water
S32	temp	30.756	water
S32	temp	30.743	water
S32	temp	30.743	water
S32	temp	30.725	water
S32	temp	30.75	water
S32	temp	30.756	water
S32	temp	30.762	water
S32	temp	30.75	water
S32	temp	30.774	water
S32	temp	30.792	water
S32	temp	30.792	water
S32	temp	30.774	water
S32	temp	30.774	water
S32	temp	30.774	water
S32	temp	30.786	water
S32	temp	30.792	water
S32	temp	30.78	water
S32	temp	30.786	water
S32	temp	30.731	water
S32	temp	30.731	water
S32	temp	30.731	water
S32	temp	30.713	water
S32	temp	30.725	water
S32	temp	30.725	water
S32	temp	30.701	water
S32	temp	30.725	water
S32	temp	30.713	water
S32	temp	30.707	water
S32	temp	30.713	water
S32	temp	30.725	water
S32	temp	30.725	water
S32	temp	30.725	water
S32	temp	30.713	water
S32	temp	30.725	water
S32	temp	30.731	water
S32	temp	30.725	water
S32	temp	30.731	water
S32	temp	30.725	water
S32	temp	30.731	water
S32	temp	30.737	water
S32	temp	30.743	water
S32	temp	30.731	water
S32	temp	30.75	water
S32	temp	30.75	water
S32	temp	30.756	water
S32	temp	30.743	water
S32	temp	30.731	water
S32	temp	30.743	water
S32	temp	30.786	water
S32	temp	30.798	water
S32	temp	30.817	water
S32	temp	30.817	water
S32	temp	30.798	water
S32	temp	30.78	water
S32	temp	30.774	water
S32	temp	30.762	water
S32	temp	30.774	water
S32	temp	30.762	water
S32	temp	30.743	water
S32	temp	30.75	water
S32	temp	30.743	water
S32	temp	30.756	water
S32	temp	30.762	water
S32	temp	30.768	water
S32	temp	30.756	water
S32	temp	30.743	water
S32	temp	30.731	water
S32	temp	30.731	water
S32	temp	30.719	water
S32	temp	30.737	water
S32	temp	30.743	water
S32	temp	30.743	water
S32	temp	30.75	water
