S12	S1	S2	S31	S32	S4	S56	S5	S6	SA	SB	SG	SR
otu7901	0	0	0	0	0	0	0	0	0	0	0	2	0
otu7903	0	0	2	0	0	0	0	0	0	0	0	0	0
otu7904	0	0	0	0	4	0	0	0	0	0	0	0	0
otu7908	0	0	0	3	0	0	0	0	0	0	0	0	0
otu7909	0	0	0	0	0	0	0	2	0	0	0	0	0
otu7913	2	0	0	0	0	0	0	0	0	0	0	0	0
otu7914	0	0	0	0	0	0	0	2	0	0	0	0	0
otu7916	0	0	0	0	1	0	0	0	1	0	0	0	0
otu7919	0	0	0	0	0	0	0	0	2	0	0	0	0
otu7920	0	0	0	0	0	0	0	4	0	0	0	0	0
otu7921	0	0	0	0	0	0	0	4	0	0	0	0	0
otu7922	0	0	0	0	2	0	0	0	0	0	0	0	0
otu7927	2	0	0	0	0	0	0	0	0	0	0	0	0
otu7929	0	0	0	0	2	0	0	0	0	0	0	0	0
otu7930	0	1	0	0	0	0	0	0	0	0	0	1	0
otu7933	2	0	0	0	2	0	0	0	0	0	0	0	0
otu7935	0	0	0	0	0	0	0	0	0	0	2	0	0
otu7940	0	0	0	3	0	0	0	0	0	0	0	0	0
otu7941	0	0	0	0	0	0	0	0	0	0	2	0	0
otu7942	0	0	0	2	0	0	0	0	0	0	0	0	0
otu7943	0	0	0	0	0	3	0	0	1	0	0	0	0
otu7948	0	0	0	0	2	0	0	0	0	0	0	0	0
otu7951	0	0	0	0	0	0	0	0	0	0	2	0	0
otu7953	3	0	0	0	0	0	0	0	0	0	0	0	0
otu7954	0	0	0	0	2	0	0	0	0	0	0	0	0
otu7955	0	0	0	0	0	0	0	2	0	0	0	0	0
otu7956	0	0	0	0	0	0	0	0	0	0	0	3	0
otu7957	0	0	0	0	0	0	0	1	0	0	0	3	0
otu7959	0	0	0	0	2	0	0	0	1	0	0	0	0
otu7961	0	0	0	3	0	0	0	0	0	0	0	0	0
otu7966	0	0	0	0	0	2	0	1	0	0	0	0	0
otu7974	0	0	0	0	2	0	0	0	0	0	0	0	0
otu7975	0	0	0	0	0	0	0	3	0	0	0	0	0
otu7978	0	0	0	0	0	0	0	1	0	0	0	7	0
otu7980	0	0	0	2	0	0	0	0	0	0	0	0	0
otu7983	0	0	0	0	0	0	0	0	2	0	0	0	0
otu7984	0	0	0	0	0	0	0	0	0	0	0	2	0
otu7985	0	0	0	0	0	0	3	0	0	0	0	0	0
otu7990	0	0	0	0	0	0	0	0	3	0	0	0	0
otu7992	0	0	0	0	0	0	0	2	0	0	0	0	0
otu7994	0	0	0	0	0	0	0	0	3	0	0	0	0
otu7995	0	0	0	0	3	0	0	0	0	0	0	2	0
otu8000	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8001	0	0	0	0	1	0	0	0	0	0	0	1	0
otu8002	2	0	0	0	0	0	0	0	1	0	0	0	0
otu8005	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8009	0	0	0	0	0	0	0	0	0	0	0	2	0
otu8012	0	0	0	0	0	0	0	0	0	0	0	2	0
otu8013	0	0	0	3	0	0	0	0	0	0	0	2	0
otu8014	0	0	0	0	0	0	0	1	0	0	5	0	0
otu8015	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8020	0	0	0	3	0	0	0	0	0	0	0	0	0
otu8021	0	0	0	0	0	0	0	0	6	0	0	0	0
otu8023	0	0	0	0	0	0	0	0	0	0	0	7	0
otu8025	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8033	0	0	0	0	1	0	0	0	0	0	0	1	0
otu8034	0	0	0	4	0	0	0	0	0	0	0	2	0
otu8037	0	0	0	0	0	2	0	0	0	0	0	0	0
otu8040	0	0	0	0	0	0	2	0	1	0	0	0	0
otu8042	0	0	0	0	2	0	0	0	0	0	0	1	0
otu8043	0	0	0	0	0	0	0	0	1	0	0	1	0
otu8045	0	0	0	0	0	0	0	0	0	0	0	0	2
otu8046	2	0	0	0	0	0	0	0	0	0	0	0	0
otu8049	0	0	0	0	0	4	0	0	0	0	0	0	0
otu8050	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8052	0	0	0	0	0	3	0	0	0	0	0	0	0
otu8053	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8055	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8056	0	0	0	7	0	0	0	0	0	0	0	0	0
otu8057	3	0	0	0	0	0	0	0	0	0	0	0	0
otu8060	0	0	0	0	0	0	0	4	1	0	0	0	0
otu8062	1	1	0	0	0	0	0	0	0	0	0	0	0
otu8065	0	3	0	0	0	0	0	0	0	0	0	0	0
otu8066	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8067	0	0	0	0	0	0	0	4	0	0	0	0	0
otu8077	2	0	1	0	0	0	0	0	0	0	0	1	0
otu8080	3	0	0	0	0	0	0	0	0	0	0	0	0
otu8084	2	0	0	0	0	0	0	0	1	0	0	0	0
otu8085	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8086	0	0	0	0	1	3	0	0	0	0	0	0	0
otu8094	0	0	0	0	2	0	0	0	0	0	1	0	0
otu8096	0	0	0	0	0	0	1	1	0	0	0	0	0
otu8097	0	0	0	0	0	0	0	0	0	0	2	0	0
otu8100	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8104	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8105	3	0	0	0	0	0	0	0	0	0	0	0	0
otu8109	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8110	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8111	0	0	0	0	0	0	0	1	4	0	0	0	0
otu8114	0	0	0	0	0	0	0	3	0	0	0	0	0
otu8121	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8122	0	0	0	0	1	0	0	2	0	0	0	0	0
otu8125	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8126	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8128	4	0	0	0	0	0	0	0	0	0	0	0	0
otu8137	1	0	1	0	0	0	0	0	0	0	0	0	0
otu8146	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8149	0	0	0	0	0	0	0	3	0	0	0	0	0
otu8153	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8162	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8167	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8168	0	0	0	0	0	0	0	0	0	0	3	0	0
otu8169	0	0	0	0	0	0	2	5	0	0	0	0	0
otu8173	0	0	0	0	0	0	0	0	0	0	0	3	0
otu8176	2	0	0	0	0	0	0	0	0	0	0	0	0
otu8177	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8181	0	0	1	0	0	0	0	0	2	0	0	0	0
otu8182	0	0	0	0	0	0	0	0	0	0	0	2	0
otu8184	0	0	0	0	0	3	0	0	0	0	0	0	0
otu8186	0	0	0	0	0	0	0	0	0	0	0	2	0
otu8188	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8191	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8193	0	0	0	0	0	0	0	0	4	0	0	0	0
otu8194	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8196	0	0	0	0	0	0	0	2	2	0	0	0	0
otu8201	0	0	0	0	0	0	0	0	0	0	0	0	4
otu8204	4	0	0	0	1	0	0	0	0	0	0	0	0
otu8205	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8206	0	0	2	0	0	0	0	0	0	0	0	0	0
otu8207	0	0	0	4	0	0	0	0	0	0	0	0	0
otu8208	0	0	0	0	0	4	0	0	0	0	0	0	0
otu8209	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8211	0	0	0	0	1	0	0	0	4	0	0	0	0
otu8214	0	0	0	0	0	0	0	6	0	0	0	0	0
otu8215	0	0	0	0	0	0	0	0	0	0	2	0	0
otu8222	0	0	0	0	0	0	0	0	0	0	2	0	0
otu8227	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8228	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8233	0	0	0	0	3	0	0	0	0	0	0	0	0
otu8236	0	0	0	0	0	0	0	0	4	0	0	0	0
otu8238	0	0	0	0	0	0	0	3	0	0	0	0	0
otu8241	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8242	0	0	0	0	0	0	0	0	0	2	0	0	0
otu8243	0	0	0	0	0	0	0	0	7	0	0	0	0
otu8245	3	0	0	0	0	0	0	0	0	0	0	0	0
otu8255	0	0	0	0	0	0	0	0	0	0	2	0	0
otu8256	1	0	0	0	1	0	0	0	0	0	0	0	0
otu8257	2	0	0	0	0	0	0	0	0	0	0	0	0
otu8258	0	0	0	0	4	0	0	0	0	0	0	0	0
otu8260	0	0	0	0	0	0	0	0	3	0	0	0	0
otu8264	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8265	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8267	0	0	0	5	0	0	0	0	0	0	0	0	0
otu8269	4	0	0	0	0	0	0	0	0	0	0	0	0
otu8270	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8275	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8276	0	0	0	0	0	0	0	0	0	0	2	0	0
otu8277	0	0	0	0	0	0	0	0	0	0	2	0	0
otu8279	0	0	0	0	0	0	2	0	0	0	0	0	0
otu8281	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8285	0	0	0	0	0	0	0	4	3	0	0	0	0
otu8287	0	0	0	0	0	3	0	0	0	0	0	0	0
otu8289	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8291	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8295	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8297	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8298	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8300	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8301	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8307	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8309	1	0	0	0	0	0	0	0	0	0	0	5	0
otu8314	0	0	0	3	0	0	0	0	0	0	0	0	0
otu8315	2	0	0	0	0	0	0	0	0	0	0	0	0
otu8318	0	0	0	0	0	0	0	0	0	0	0	2	0
otu8320	0	3	0	0	0	0	0	0	0	0	0	0	0
otu8324	0	0	0	3	0	0	0	0	0	0	0	0	0
otu8326	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8327	0	0	0	3	0	0	0	0	0	0	0	0	0
otu8328	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8329	0	0	0	0	4	0	0	0	0	0	0	1	0
otu8330	2	0	0	0	0	0	0	0	0	0	0	0	0
otu8332	2	0	0	0	0	0	0	0	0	0	0	0	0
otu8338	0	0	0	0	0	0	0	4	0	0	0	0	0
otu8339	0	0	0	4	0	0	0	0	0	0	0	0	0
otu8340	0	0	0	0	0	0	0	0	0	0	5	0	0
otu8341	1	0	0	0	1	1	0	0	0	0	0	0	0
otu8342	0	0	0	0	0	0	0	3	0	0	0	0	0
otu8347	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8349	0	1	0	1	0	0	0	0	0	0	0	0	0
otu8352	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8353	0	0	0	0	0	0	0	0	0	0	0	0	2
otu8354	0	1	0	1	0	0	0	0	0	0	0	0	0
otu8361	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8368	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8375	0	0	0	0	0	1	0	0	0	0	0	1	0
otu8377	0	0	0	4	0	0	0	0	0	0	0	0	0
otu8378	0	0	0	0	0	2	0	0	0	0	0	0	0
otu8380	0	0	0	0	0	0	0	3	0	0	0	0	0
otu8383	0	0	0	0	3	0	0	0	0	0	0	0	0
otu8385	0	0	0	0	0	0	0	1	0	0	0	3	0
otu8387	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8391	0	0	0	0	0	0	0	0	4	0	0	0	0
otu8393	1	0	2	0	0	0	0	0	0	0	0	0	0
otu8397	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8398	0	0	3	0	0	0	0	0	0	0	0	0	0
otu8401	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8402	0	0	0	0	0	1	0	0	1	0	1	0	0
otu8404	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8406	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8407	0	6	0	0	0	0	0	0	0	0	0	0	0
otu8408	0	0	0	0	0	0	0	0	0	0	2	0	0
otu8409	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8411	0	0	0	0	0	0	0	3	0	0	0	0	0
otu8413	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8415	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8422	2	0	0	0	0	0	0	0	0	0	0	0	0
otu8431	1	0	0	0	0	0	0	0	0	0	1	0	0
otu8432	0	0	0	0	0	0	0	0	0	0	0	2	0
otu8435	0	0	0	0	0	0	0	3	0	0	0	0	0
otu8439	0	0	0	0	0	3	0	0	0	0	0	0	0
otu8441	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8442	4	0	0	0	0	0	0	0	0	0	0	0	0
otu8445	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8446	0	0	0	0	0	0	0	0	4	0	0	0	0
otu8447	0	0	0	0	0	2	0	0	0	0	0	0	0
otu8453	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8454	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8455	0	4	1	0	0	0	0	0	0	0	0	0	0
otu8456	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8457	0	0	0	5	0	0	0	0	0	0	0	0	0
otu8459	2	0	0	0	0	0	0	0	0	0	0	0	0
otu8461	0	0	0	0	0	2	0	0	0	0	0	0	0
otu8463	0	0	0	0	0	0	0	3	0	0	0	0	0
otu8468	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8474	0	0	2	0	0	0	0	0	0	0	0	0	0
otu8477	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8478	1	2	0	0	0	0	0	0	0	0	0	0	0
otu8481	0	0	0	0	0	0	0	0	0	0	0	2	0
otu8482	0	0	0	0	0	0	0	0	3	0	0	0	0
otu8486	0	0	0	0	0	2	0	0	0	0	0	0	0
otu8488	0	0	4	0	0	0	0	0	0	0	0	0	0
otu8491	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8492	0	0	0	0	0	0	0	0	2	0	0	1	0
otu8495	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8496	0	0	0	0	0	0	0	0	0	0	0	5	0
otu8497	0	1	0	0	1	0	0	0	0	0	0	0	0
otu8498	4	0	0	0	0	0	0	0	0	0	0	0	0
otu8499	0	2	0	0	0	0	0	1	0	0	0	0	0
otu8502	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8503	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8506	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8508	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8511	0	0	0	0	0	0	0	0	0	0	2	0	0
otu8514	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8516	0	0	0	3	0	0	0	0	0	0	1	0	0
otu8519	0	0	0	0	0	0	0	0	2	0	0	1	0
otu8520	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8525	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8526	0	0	0	0	0	0	0	0	0	2	1	0	0
otu8527	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8529	0	0	0	0	0	0	0	0	0	0	1	2	0
otu8532	0	0	0	0	0	0	0	0	0	0	2	0	0
otu8537	0	0	0	0	0	0	0	0	2	0	0	2	0
otu8538	2	0	0	0	1	0	0	0	0	0	0	0	0
otu8546	0	0	0	0	0	0	0	0	4	0	0	0	0
otu8548	0	0	0	0	0	0	0	0	0	2	0	0	0
otu8554	2	0	0	0	0	0	0	0	0	0	0	0	0
otu8557	0	0	2	0	0	0	0	0	0	0	0	0	0
otu8559	0	0	0	0	4	0	0	0	0	0	0	0	0
otu8561	0	0	0	0	0	0	0	0	0	0	5	0	0
otu8565	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8568	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8569	0	3	0	0	0	0	0	0	0	0	0	0	0
otu8571	0	0	0	0	0	0	0	0	4	0	0	0	0
otu8572	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8574	0	0	0	2	0	0	0	0	0	1	0	0	0
otu8575	4	0	0	0	0	0	0	0	0	0	0	0	0
otu8577	0	0	0	0	0	0	0	3	0	0	0	0	0
otu8578	0	0	0	0	0	0	0	0	1	0	0	3	0
otu8580	0	0	1	0	0	0	0	0	1	0	0	0	0
otu8581	0	0	0	0	0	0	0	5	0	0	0	0	0
otu8584	0	0	0	0	7	0	0	0	0	0	0	0	0
otu8588	0	0	0	0	0	0	0	4	0	0	0	0	0
otu8590	0	0	0	0	0	0	0	0	0	0	0	0	2
otu8592	0	0	0	0	0	0	0	0	0	0	0	0	2
otu8593	0	0	0	1	0	0	3	6	0	0	1	0	0
otu8597	0	0	0	0	0	0	0	0	0	0	0	0	2
otu8598	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8599	0	0	0	0	0	0	0	0	0	0	0	0	2
otu8600	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8602	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8603	0	0	0	4	0	0	0	0	0	0	0	0	0
otu8607	0	0	0	4	0	0	0	0	0	0	0	0	0
otu8609	0	0	0	3	0	0	0	0	0	0	2	0	0
otu8625	0	0	0	0	0	0	2	0	0	0	0	0	0
otu8626	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8627	0	0	2	0	0	0	0	0	0	0	0	0	0
otu8633	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8637	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8638	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8639	0	4	0	1	0	1	0	0	0	0	0	1	0
otu8642	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8647	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8649	0	0	0	0	0	0	0	0	3	0	1	0	0
otu8650	0	0	0	0	0	0	0	0	3	0	0	0	0
otu8655	2	0	0	0	0	0	0	0	0	0	0	0	0
otu8656	0	0	0	0	4	0	0	0	1	0	0	0	0
otu8657	0	0	0	1	0	0	0	0	0	0	1	0	0
otu8659	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8665	1	0	0	0	1	0	0	0	0	0	0	0	0
otu8668	0	5	0	0	0	0	0	0	0	0	0	0	0
otu8669	2	0	0	0	0	0	0	0	0	0	0	0	0
otu8670	0	0	0	0	0	0	0	0	0	0	3	0	0
otu8674	0	0	0	3	0	0	0	0	0	0	0	0	0
otu8676	0	0	0	3	0	0	0	0	0	0	0	0	0
otu8681	0	0	0	4	0	0	0	0	0	0	1	0	0
otu8684	0	0	0	0	0	0	0	0	0	0	2	0	0
otu8687	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8690	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8694	0	0	0	0	0	0	0	0	0	0	0	2	0
otu8697	0	0	2	0	0	0	0	0	0	0	0	0	0
otu8698	0	0	0	0	0	0	0	3	1	0	0	0	0
otu8699	0	6	0	0	0	0	0	0	0	0	0	0	0
otu8700	0	0	0	0	6	0	0	0	0	0	0	0	0
otu8702	1	0	0	0	4	0	0	2	0	0	0	1	0
otu8704	0	0	0	0	0	0	0	0	0	2	0	0	0
otu8706	0	0	0	0	1	0	0	0	0	0	0	1	0
otu8707	0	0	0	4	0	0	0	0	0	0	0	0	0
otu8708	0	0	0	0	0	0	1	2	0	0	0	0	0
otu8711	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8714	0	0	2	0	0	0	0	0	0	0	0	0	0
otu8716	0	0	0	3	0	0	0	0	0	0	0	0	0
otu8720	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8721	0	0	0	0	0	1	0	0	0	0	1	0	0
otu8725	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8730	6	0	0	0	0	0	0	0	0	0	0	0	0
otu8731	0	0	0	0	0	0	0	3	0	0	0	0	0
otu8733	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8734	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8737	1	0	0	0	0	0	0	0	0	0	4	1	0
otu8745	1	0	0	0	3	0	0	0	0	0	0	0	0
otu8750	0	3	0	0	0	0	0	0	0	0	0	0	0
otu8753	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8754	0	0	0	0	0	0	3	0	0	0	0	0	0
otu8755	0	0	0	0	0	0	0	0	0	0	1	1	0
otu8756	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8757	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8761	0	0	0	0	1	0	0	0	0	0	0	1	0
otu8762	0	0	0	0	0	0	0	4	0	0	0	0	0
otu8767	0	0	0	0	0	0	0	1	0	0	0	1	0
otu8768	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8769	0	0	0	0	1	0	0	2	2	0	0	0	0
otu8772	0	0	0	0	4	0	0	0	0	0	0	0	0
otu8773	0	0	0	0	0	0	0	4	1	0	0	0	0
otu8779	0	0	0	0	0	0	0	0	0	2	0	0	0
otu8781	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8782	0	0	0	0	3	0	0	0	0	0	0	1	0
otu8784	0	0	0	0	2	0	0	0	0	0	2	0	0
otu8786	0	0	0	0	0	0	0	2	1	0	0	0	0
otu8787	0	0	0	0	3	0	0	0	0	0	0	0	0
otu8788	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8800	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8805	0	0	1	0	0	0	0	0	0	0	0	1	0
otu8807	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8808	0	0	0	0	0	0	0	2	0	0	0	4	0
otu8810	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8812	0	0	0	0	0	0	0	0	0	0	5	0	0
otu8816	0	0	0	0	0	0	0	2	3	0	0	1	0
otu8818	1	0	0	0	1	0	0	0	0	0	0	1	0
otu8820	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8823	0	3	0	0	0	0	0	0	0	0	0	0	0
otu8828	0	0	0	0	3	0	0	0	0	0	0	1	0
otu8829	2	0	0	0	0	0	0	0	0	0	0	0	0
otu8830	3	0	0	0	2	0	0	0	1	0	0	0	0
otu8832	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8834	0	0	0	0	0	0	0	3	0	0	0	0	0
otu8836	0	1	0	0	0	1	0	0	0	0	0	0	0
otu8839	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8840	0	0	0	0	0	0	2	0	0	0	0	0	0
otu8847	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8851	0	0	0	0	1	0	0	0	0	0	0	2	0
otu8852	2	0	0	0	0	0	0	0	0	0	0	0	0
otu8853	0	0	1	0	0	0	0	0	0	0	4	0	0
otu8856	1	0	2	0	0	2	0	0	0	0	0	1	0
otu8864	0	0	0	0	0	0	0	0	0	0	0	0	2
otu8865	0	0	0	0	0	2	0	0	0	0	0	0	0
otu8871	0	0	0	4	0	0	0	0	0	0	0	0	0
otu8873	0	0	0	0	0	0	0	3	0	0	0	0	0
otu8876	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8878	0	0	0	0	0	2	0	0	0	0	0	0	0
otu8880	0	0	0	0	0	0	0	4	0	0	0	0	0
otu8882	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8883	0	0	0	0	0	0	0	0	0	0	2	0	0
otu8884	0	0	0	2	0	0	0	0	0	0	0	0	7
otu8892	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8894	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8899	0	0	0	0	4	0	0	0	1	0	0	0	0
otu8900	0	0	0	0	0	0	0	0	0	0	4	0	0
otu8901	0	0	0	0	0	0	1	0	2	0	0	0	0
otu8903	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8904	0	0	0	0	0	3	0	0	0	0	0	0	0
otu8905	0	0	0	0	0	0	0	1	4	0	0	0	0
otu8909	0	0	0	0	0	0	0	0	0	0	0	0	2
otu8912	0	0	0	0	0	0	2	0	0	0	0	0	0
otu8919	0	0	0	0	0	0	0	1	1	0	0	0	0
otu8922	2	0	0	0	0	0	0	0	0	0	0	0	0
otu8928	0	0	0	0	0	0	0	4	0	0	0	0	0
otu8934	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8937	0	0	1	0	0	0	0	0	2	0	0	0	0
otu8938	1	2	0	0	0	0	0	0	0	0	0	0	0
otu8939	0	1	0	0	0	0	0	0	0	0	0	2	0
otu8945	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8946	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8949	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8950	0	0	0	0	0	0	0	0	0	0	2	0	0
otu8952	0	0	0	0	0	0	0	0	0	0	2	0	0
otu8953	0	0	0	0	0	0	0	0	3	0	0	1	0
otu8954	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8956	0	0	0	0	1	0	0	0	0	0	1	0	0
otu8957	0	0	0	0	1	0	0	0	0	0	0	1	0
otu8958	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8960	0	3	0	0	0	0	0	1	0	0	0	0	0
otu8962	0	0	0	0	0	0	0	2	0	0	0	0	0
otu8963	0	0	0	0	0	0	0	3	0	0	0	0	0
otu8964	0	0	0	2	0	0	0	0	0	0	0	0	0
otu8965	0	1	1	0	0	0	0	0	0	0	0	0	0
otu8967	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8968	0	0	0	0	0	0	0	0	0	0	3	0	0
otu8970	0	0	0	0	0	0	0	0	2	0	0	0	0
otu8972	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8973	0	2	0	0	0	0	0	0	0	0	0	0	0
otu8976	0	0	0	0	1	0	0	0	0	0	0	1	0
otu8980	1	2	0	0	0	0	0	0	0	0	0	0	0
otu8982	2	0	0	0	0	0	0	0	0	0	0	0	0
otu8986	2	0	0	0	0	0	0	0	2	0	0	3	0
otu8988	0	0	0	0	0	0	2	0	0	0	0	0	0
otu8989	0	0	0	0	0	4	0	0	0	0	0	0	0
otu8990	0	0	0	4	0	0	0	0	0	0	1	0	0
otu8992	0	0	0	4	0	0	0	0	0	0	0	0	0
otu8994	0	0	0	0	2	0	0	0	0	0	0	0	0
otu8995	0	0	0	0	0	4	0	0	3	0	0	0	0
otu8997	0	1	0	0	0	1	0	0	0	0	0	0	0
otu8998	1	0	0	0	4	0	0	0	3	0	0	0	0
otu9003	0	1	0	0	0	0	0	0	0	0	3	0	1
otu9009	0	2	0	0	0	0	0	0	0	0	0	0	0
otu9010	0	0	0	0	4	0	0	0	0	0	0	0	0
otu9016	0	2	0	0	0	0	0	0	0	0	0	0	0
otu9018	0	0	0	3	0	0	0	0	0	0	0	0	0
otu9022	2	0	0	0	0	0	0	0	0	0	0	0	0
otu9023	0	0	0	0	0	4	0	0	0	0	0	0	0
otu9025	2	0	0	0	0	0	0	0	0	0	0	0	0
otu9031	0	0	0	0	0	0	0	0	0	0	0	0	6
otu9032	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9034	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9035	1	1	0	0	0	0	0	0	0	0	0	0	0
otu9036	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9038	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9039	0	0	0	0	1	0	0	1	0	0	0	0	0
otu9040	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9047	2	0	0	0	0	0	0	0	0	0	0	0	0
