S12	S1	S2	S31	S32	S4	S56	S5	S6	SA	SB	SG	SR
otu636	0	0	1	35	0	0	0	0	0	0	0	0	11
otu639	2	0	1	0	12	0	0	0	15	0	0	28	0
otu641	2	21	3	0	0	31	0	0	0	0	0	0	0
otu642	22	42	3	22	0	1	0	0	0	1	5	0	0
otu645	1	2	0	20	0	0	0	0	2	0	24	0	0
otu646	0	44	0	1	0	0	0	0	0	0	0	0	0
otu647	0	0	0	51	0	0	0	0	0	0	0	0	0
otu648	0	0	0	0	0	0	0	46	0	0	0	0	0
otu649	0	0	0	58	0	0	0	0	0	0	0	0	0
otu652	6	0	14	0	0	17	0	1	0	0	0	1	0
otu653	0	40	0	0	0	0	0	44	3	0	0	0	0
otu655	15	0	9	0	15	1	0	0	0	0	0	5	0
otu656	6	0	0	9	9	14	0	27	14	0	0	1	0
otu659	3	0	0	0	21	0	0	34	20	0	0	16	0
otu660	46	0	0	0	0	0	3	8	4	0	0	1	0
otu662	1	0	0	23	0	0	0	18	0	0	0	1	0
otu664	1	0	4	0	12	0	0	0	0	0	0	48	0
otu665	16	43	0	6	40	10	0	0	8	0	0	3	0
otu666	0	3	0	34	3	2	0	0	0	5	4	0	0
otu672	21	18	0	0	0	0	0	0	0	0	3	0	0
otu673	0	0	0	48	0	0	0	0	0	1	2	0	0
otu674	0	0	0	52	0	0	0	0	0	0	0	0	0
otu675	20	28	7	11	0	2	0	0	0	0	0	0	2
otu676	1	0	0	0	0	0	4	43	6	0	0	4	0
otu677	1	0	0	37	1	2	0	0	0	0	0	0	0
otu678	0	0	0	0	39	1	0	0	1	0	0	1	0
otu679	1	0	0	13	0	0	0	0	1	0	26	2	40
otu680	0	0	0	38	0	0	0	0	0	0	0	0	0
otu683	0	0	0	0	0	0	0	43	0	0	0	0	0
otu684	0	45	0	0	0	0	0	0	0	0	0	0	0
otu686	2	0	0	0	3	0	8	10	18	0	0	8	0
otu687	17	8	10	0	3	7	0	5	5	0	0	1	0
otu690	0	0	0	41	0	0	0	0	0	24	3	0	1
otu691	1	23	9	0	0	16	0	0	0	0	0	0	0
otu692	17	0	0	0	0	0	6	11	9	0	33	1	0
otu693	5	0	6	11	5	5	0	0	0	10	3	0	0
otu694	1	0	1	0	0	0	0	45	0	0	0	0	0
otu698	0	0	0	0	0	0	12	21	34	0	0	5	0
otu700	2	0	2	0	32	7	0	0	0	0	0	4	0
otu701	0	0	0	0	0	0	0	44	0	0	0	0	0
otu703	0	0	0	40	0	0	0	0	0	3	9	0	14
otu704	0	9	1	0	2	9	0	0	0	15	37	1	0
otu705	0	18	0	0	0	38	0	0	0	0	0	0	0
otu706	2	0	0	0	0	3	18	14	0	0	2	2	0
otu707	1	0	18	0	15	2	0	0	6	0	0	7	0
otu708	0	0	0	0	0	0	0	0	4	13	29	0	0
otu709	3	17	2	0	0	0	0	0	0	1	17	0	0
otu713	0	0	0	0	1	0	0	26	7	0	20	1	0
otu715	0	0	0	47	0	0	0	0	0	0	0	0	0
otu716	0	0	0	50	0	0	0	0	0	0	0	0	0
otu717	0	0	0	0	0	0	1	43	2	2	0	0	0
otu719	10	20	0	40	0	0	0	0	0	0	2	0	0
otu720	0	0	0	26	0	0	0	0	0	19	0	0	1
otu725	8	0	41	0	2	0	0	0	0	0	0	0	0
otu726	0	0	0	33	0	0	0	0	0	0	0	0	0
otu731	6	0	11	2	8	1	1	0	0	0	20	0	0
otu734	0	0	0	51	0	0	0	0	0	0	0	0	0
otu735	0	0	0	39	0	0	0	0	0	0	0	0	0
otu736	0	41	0	0	0	0	0	0	0	0	0	2	0
otu737	0	0	0	0	0	0	1	67	4	0	0	0	0
otu738	0	41	0	0	0	0	0	0	0	0	0	0	0
otu739	0	0	0	39	0	0	0	0	0	0	0	0	0
otu743	6	1	1	0	0	0	4	1	18	0	7	11	2
otu744	4	32	0	0	0	0	0	0	0	8	0	0	0
otu745	2	0	19	12	0	0	0	0	0	0	4	0	0
otu746	2	25	2	11	5	0	0	0	0	0	0	0	0
otu747	0	0	0	0	0	0	0	0	0	0	52	0	0
otu749	2	11	0	0	0	0	0	0	0	24	0	0	0
otu750	0	37	0	0	0	0	0	0	0	0	0	0	0
otu751	0	0	0	35	0	0	0	0	0	0	3	2	2
otu754	0	0	0	0	0	0	0	45	0	0	0	0	0
otu755	0	0	0	34	0	0	0	0	0	10	0	0	0
otu757	0	0	0	0	0	0	21	15	8	0	4	3	0
otu759	0	0	0	4	0	9	0	36	4	0	4	1	0
otu761	0	0	0	0	0	0	0	41	0	0	0	0	0
otu764	0	0	0	0	0	0	16	46	13	0	0	1	0
otu766	30	1	7	0	6	0	0	0	0	0	0	1	0
otu769	0	0	0	0	0	0	0	35	1	0	0	0	0
otu770	0	0	0	0	38	8	0	0	0	0	0	0	0
otu771	2	0	0	0	0	0	31	13	0	3	0	0	0
otu772	0	0	0	0	0	0	0	36	3	0	0	0	0
otu773	0	0	0	46	1	0	0	0	0	0	2	0	0
otu774	2	24	0	11	0	2	0	1	0	0	3	0	0
otu775	0	0	0	19	0	0	4	0	2	0	22	0	35
otu776	0	0	1	0	0	0	6	32	9	0	0	0	0
otu778	0	0	0	0	1	4	0	28	33	0	5	0	0
otu780	18	18	0	0	0	0	0	0	0	0	0	0	0
otu781	4	0	4	3	12	15	0	0	0	0	0	3	0
otu782	2	3	0	22	0	1	0	0	0	15	3	0	6
otu784	2	3	0	0	37	2	0	0	0	0	4	2	0
otu786	28	7	0	0	0	0	0	0	0	0	0	0	0
otu787	34	0	0	0	5	0	0	0	0	0	0	0	0
otu788	0	0	6	39	0	0	0	0	0	0	0	0	0
otu789	0	0	0	2	0	0	0	0	0	35	4	0	0
otu790	3	36	2	21	1	16	0	0	0	0	0	0	0
otu791	1	0	0	43	1	1	0	0	1	0	0	3	0
otu794	0	0	0	0	0	0	0	0	0	38	0	0	0
otu796	4	0	0	28	0	5	0	0	0	0	0	0	0
otu797	0	0	0	40	0	0	0	0	0	0	0	0	0
otu798	0	7	0	0	0	28	0	0	0	0	0	0	0
otu800	0	0	0	0	0	0	0	40	3	0	0	0	0
otu801	10	0	6	0	17	4	0	2	1	0	0	0	0
otu802	6	0	0	23	2	0	0	0	0	0	2	2	0
otu803	9	1	2	8	16	0	0	1	0	10	4	0	0
otu806	0	0	0	0	0	0	6	16	7	0	3	3	0
otu807	0	0	0	36	0	0	0	0	2	4	0	0	0
otu809	0	34	0	0	0	2	0	0	0	0	0	0	0
otu810	0	32	0	7	0	0	0	0	0	0	0	0	0
otu812	19	0	0	0	5	0	0	21	6	0	0	0	0
otu813	9	0	0	12	0	14	0	0	0	0	0	0	0
otu814	0	0	0	0	0	0	0	0	0	12	0	0	22
otu815	0	0	0	0	0	0	0	39	0	0	0	0	0
otu816	3	0	3	0	0	0	0	37	5	0	0	1	0
otu818	3	0	0	0	10	24	0	0	0	0	0	0	0
otu819	0	0	0	0	2	38	0	0	0	0	0	0	0
otu820	14	18	21	22	0	5	0	0	0	0	0	0	0
otu821	3	6	0	22	1	3	0	0	3	0	0	0	0
otu823	10	0	0	0	22	4	0	0	0	4	6	0	0
otu824	0	1	0	38	1	0	0	0	0	0	0	0	0
otu826	7	0	0	0	29	0	0	0	0	0	0	1	0
otu827	6	0	0	0	3	25	0	0	0	0	0	0	0
otu828	0	0	0	39	0	0	0	0	0	0	0	0	0
otu832	0	0	0	35	0	0	0	0	0	0	0	0	0
otu834	29	0	20	0	1	0	0	0	4	0	0	6	0
otu835	11	0	23	0	0	0	0	0	24	0	0	3	0
otu837	4	0	0	0	0	0	1	0	0	0	29	21	0
otu840	0	5	2	37	0	0	0	0	0	0	0	0	0
otu841	0	0	0	0	0	0	31	36	0	0	0	1	0
otu844	35	0	0	0	0	0	0	0	0	0	0	0	0
otu845	4	0	0	15	4	2	0	0	18	0	0	0	0
otu847	0	0	0	13	4	3	1	3	1	0	27	2	0
otu848	0	1	0	0	16	10	0	2	12	0	0	0	0
otu849	0	0	0	0	0	0	0	41	0	0	0	0	0
otu850	20	0	0	0	3	0	0	0	0	0	7	7	0
otu852	27	0	3	0	1	1	0	0	3	0	0	0	0
otu856	10	11	0	17	0	0	0	0	0	0	0	0	0
otu858	0	0	0	0	0	0	33	16	1	0	0	0	0
otu859	0	0	0	0	39	0	0	0	0	0	0	0	0
otu860	6	3	0	18	8	0	0	0	0	0	0	0	0
otu861	0	0	0	0	33	0	0	0	0	0	1	5	0
otu862	0	0	1	6	13	0	0	17	2	0	0	2	0
otu863	0	0	0	33	0	0	0	0	4	0	0	0	0
otu864	14	0	2	0	29	0	0	0	1	0	0	0	0
otu867	0	0	0	36	0	0	0	0	0	0	0	0	0
otu869	0	0	0	0	0	0	0	0	0	34	4	0	1
otu870	1	0	0	0	24	5	0	0	2	0	0	6	0
otu871	0	0	0	0	0	0	8	18	9	0	0	2	0
otu873	2	0	0	0	1	0	0	39	4	0	0	1	0
otu874	0	0	2	40	0	0	0	0	0	0	0	0	0
otu875	1	0	0	0	43	0	0	0	0	0	0	0	0
otu878	0	0	0	0	0	0	0	0	0	0	36	0	0
otu880	8	34	0	0	0	1	0	0	0	0	0	0	0
otu882	0	0	0	7	0	0	0	0	0	28	0	0	0
otu885	0	0	0	0	37	0	0	0	0	0	0	1	0
otu886	0	0	0	0	0	0	0	29	12	0	0	0	0
otu889	1	0	0	8	0	0	0	0	0	21	1	0	8
otu893	15	0	0	0	9	0	0	0	0	0	0	14	0
otu894	0	30	0	0	0	0	0	0	0	0	0	0	0
otu895	2	0	0	0	22	4	0	0	0	0	0	0	0
otu898	0	0	0	0	40	0	0	5	0	0	0	0	0
otu899	2	4	0	36	1	0	0	0	0	0	2	0	0
otu901	0	2	0	0	0	32	0	0	0	0	0	0	0
otu904	0	0	0	27	2	0	0	0	0	0	0	0	0
otu905	0	0	0	0	33	6	0	0	0	0	0	1	0
otu907	0	36	0	0	0	0	0	0	0	0	0	0	0
otu909	0	2	0	0	3	31	0	0	0	0	0	0	0
otu911	0	0	0	0	20	1	0	0	0	0	9	0	0
otu913	3	0	1	0	0	3	2	24	14	0	0	9	0
otu915	9	0	0	0	0	0	13	3	7	0	1	6	0
otu916	0	0	0	40	0	0	0	0	0	0	0	0	0
otu918	0	38	0	0	0	0	0	0	0	0	0	0	0
otu919	16	1	7	14	3	0	0	11	0	0	0	2	0
otu920	4	5	0	0	0	1	0	17	11	0	0	0	0
otu922	0	0	0	41	0	0	0	0	0	0	0	0	0
otu923	1	44	0	0	0	0	0	0	0	0	0	0	0
otu926	2	0	9	0	15	12	0	0	0	0	0	0	0
otu927	1	28	0	0	0	0	0	0	2	0	0	0	0
otu929	0	0	0	0	0	25	0	0	4	0	0	0	0
otu930	15	19	1	0	2	1	0	0	0	0	3	0	0
otu931	1	28	0	0	0	2	0	6	0	0	0	0	0
otu933	0	0	0	4	0	0	10	1	4	1	40	0	61
otu937	0	0	0	0	0	0	0	0	0	0	40	0	0
otu938	15	24	0	0	0	0	0	0	0	0	0	0	0
otu940	0	32	0	0	0	0	0	0	0	0	0	0	0
otu941	0	0	0	0	0	0	0	35	0	0	0	0	0
otu943	13	0	1	0	7	31	0	1	7	0	0	0	0
otu944	0	0	0	0	0	0	0	32	0	0	0	0	0
otu945	6	0	6	5	4	8	0	0	0	0	0	0	0
otu946	3	2	0	3	20	5	0	0	4	0	0	1	0
otu948	5	0	0	0	23	0	0	0	0	0	0	13	0
otu950	0	0	0	0	0	0	0	31	0	0	0	0	0
otu952	0	0	0	0	0	0	2	53	1	0	0	0	0
otu953	0	0	0	36	0	4	0	0	0	0	0	0	0
otu954	0	0	2	0	13	6	0	2	3	0	4	6	0
otu955	21	0	0	0	0	1	0	0	0	0	31	0	0
otu956	2	20	8	6	1	0	0	0	3	0	5	0	0
otu958	0	42	0	0	0	2	0	0	0	0	0	0	0
otu960	14	0	1	0	2	6	0	0	5	0	3	4	0
otu961	10	0	18	7	0	0	0	0	0	0	3	6	0
otu962	0	0	0	32	0	0	0	0	0	0	0	0	0
otu963	0	0	0	5	0	0	0	0	0	24	4	0	0
otu964	0	0	0	15	0	0	0	0	0	0	1	0	13
otu966	0	0	0	7	0	0	0	0	0	31	0	0	0
otu967	0	0	1	21	0	0	0	0	0	0	6	0	0
otu968	5	0	4	35	6	0	0	0	0	0	4	2	0
otu969	0	0	0	32	0	0	0	0	0	0	0	0	0
otu970	0	0	0	31	4	1	0	0	0	0	1	1	0
otu971	1	0	0	0	3	1	0	18	7	0	0	4	0
otu972	1	2	0	18	0	0	0	0	0	9	1	0	0
otu973	4	3	0	0	0	1	0	0	3	0	19	3	0
otu974	21	14	0	0	0	0	1	0	6	3	0	0	0
otu975	7	0	7	16	0	0	0	0	0	0	0	0	0
otu977	6	0	0	0	0	0	0	10	1	0	6	5	0
otu979	0	0	0	0	0	0	0	25	5	0	0	0	0
otu980	0	0	0	0	4	0	17	7	4	0	0	3	0
otu981	0	0	0	34	0	0	0	0	0	0	0	0	0
otu984	0	0	0	0	0	0	0	37	11	0	0	0	0
otu987	0	0	0	31	0	0	0	0	0	0	0	0	0
otu989	0	28	0	0	0	2	0	0	2	0	0	0	0
otu990	0	0	0	0	4	26	0	0	3	0	0	0	0
otu991	4	0	0	0	13	6	0	7	9	0	0	0	0
otu993	1	0	0	0	0	1	0	0	0	7	23	0	0
otu994	0	0	0	27	0	2	0	0	0	0	0	0	0
otu995	0	0	0	15	0	0	0	0	0	16	0	0	0
otu996	0	0	0	29	0	0	0	0	0	0	0	0	0
otu997	0	0	0	0	0	0	0	0	0	0	32	1	0
otu998	20	0	1	0	0	0	0	0	0	0	0	5	0
otu1000	0	0	2	31	0	0	0	0	0	0	0	0	1
otu1001	0	0	0	0	0	0	10	23	2	0	0	0	0
otu1002	2	0	0	20	2	0	0	3	3	0	0	8	0
otu1004	40	0	0	0	0	0	0	0	0	0	0	0	0
otu1005	0	0	0	0	3	0	0	16	24	0	5	1	0
otu1008	6	24	0	0	0	0	0	0	0	0	0	0	0
otu1010	4	3	0	0	0	0	0	4	0	0	25	3	0
otu1011	0	35	0	3	0	0	0	0	0	0	0	0	0
otu1013	2	0	0	12	27	4	0	0	0	0	8	0	0
otu1015	0	0	0	0	1	0	0	29	3	0	0	1	0
otu1016	2	0	0	20	0	0	0	0	0	31	8	0	0
otu1018	6	0	3	0	9	10	0	0	13	0	2	0	0
otu1019	0	32	0	0	0	0	0	0	0	0	0	0	0
otu1021	5	0	0	23	10	11	0	3	3	0	0	10	0
otu1022	3	0	0	12	14	0	0	0	0	0	0	0	0
otu1026	7	0	0	0	7	8	0	11	13	0	0	1	0
otu1028	0	0	0	9	0	3	0	0	0	1	25	0	0
otu1030	0	0	0	10	0	0	0	0	0	0	2	0	16
otu1034	0	0	0	0	0	21	0	0	6	0	0	0	0
otu1036	1	20	0	0	0	4	0	0	0	0	0	0	0
otu1037	0	0	0	0	16	10	0	2	0	0	0	11	0
otu1038	0	0	0	0	0	0	0	39	0	0	0	0	0
otu1039	5	0	0	0	6	15	0	0	0	0	0	0	0
otu1040	0	0	0	0	0	0	0	27	3	0	0	0	0
otu1041	0	0	0	0	0	0	0	31	21	0	0	1	0
otu1042	0	0	1	24	0	0	0	0	0	2	1	0	0
otu1043	0	0	0	0	0	0	9	18	0	0	0	0	0
otu1044	0	0	0	34	0	0	0	0	0	0	0	0	0
otu1045	0	0	0	0	0	0	0	0	27	0	0	0	0
otu1046	0	30	0	0	0	0	0	0	0	0	0	0	0
otu1047	6	11	0	0	19	4	0	0	0	0	0	2	0
otu1049	0	0	0	16	2	0	0	0	0	0	0	22	0
otu1050	1	0	0	0	26	0	0	0	0	0	0	4	0
otu1051	5	0	0	0	18	2	0	0	0	0	2	0	0
otu1053	0	5	7	19	0	0	0	0	0	0	0	0	0
otu1054	0	0	0	0	0	0	1	32	0	0	0	0	0
otu1055	2	0	0	0	15	8	0	0	0	0	0	2	0
otu1056	15	3	2	22	9	3	0	0	16	0	0	0	0
otu1057	5	0	1	0	4	14	0	0	1	0	4	4	0
otu1059	0	0	0	23	0	0	0	0	0	0	2	0	1
otu1064	2	0	0	0	0	0	0	0	0	7	16	0	0
otu1069	16	4	7	10	1	4	0	0	0	0	0	0	0
otu1072	0	0	0	0	0	0	22	4	0	0	0	0	0
otu1076	11	0	0	5	8	0	0	0	0	0	8	4	0
otu1077	0	0	0	0	0	0	0	25	3	0	0	0	0
otu1078	0	0	0	0	0	0	1	26	0	0	0	0	0
otu1079	2	0	0	0	0	0	0	0	0	0	21	7	0
otu1080	4	2	2	5	0	18	0	0	1	0	0	0	0
otu1081	1	0	0	9	27	1	0	0	0	0	1	19	0
otu1084	10	1	0	1	14	1	0	5	6	0	2	0	0
otu1087	0	24	0	0	0	0	0	0	0	0	0	0	0
otu1088	3	0	0	0	0	0	0	23	1	0	0	0	0
otu1089	3	0	4	0	3	16	0	0	0	0	0	0	0
otu1090	0	0	0	11	22	3	0	0	0	0	0	0	0
otu1091	8	0	1	0	0	10	0	0	5	0	0	0	0
otu1094	3	30	0	0	0	0	0	0	0	0	0	0	0
otu1095	0	0	0	0	0	0	0	27	1	0	0	0	0
otu1100	3	0	2	0	3	0	0	1	6	0	2	9	0
otu1101	0	0	1	37	0	0	0	0	0	0	0	0	0
otu1103	1	0	0	0	11	0	0	2	6	0	0	2	0
otu1104	2	0	0	22	0	0	0	0	0	0	0	0	0
otu1105	24	3	0	0	0	0	0	0	0	4	0	0	0
otu1106	0	0	0	0	23	3	0	0	0	0	0	0	0
otu1107	1	9	0	15	8	9	0	0	0	0	0	0	0
otu1108	11	0	2	0	0	11	0	2	0	0	0	0	0
otu1109	0	0	0	0	0	0	0	29	0	0	0	0	0
otu1112	0	0	0	0	5	0	0	21	4	0	0	2	0
otu1113	0	0	0	0	0	0	35	9	2	0	0	0	0
otu1114	1	0	0	0	18	11	0	0	0	0	0	0	0
otu1115	0	31	0	0	0	0	0	0	0	0	0	0	0
otu1116	1	0	0	0	2	19	0	1	0	0	0	1	0
otu1117	0	25	0	0	0	0	0	0	0	0	0	0	0
otu1118	0	0	0	0	0	0	0	28	0	0	0	0	0
otu1120	5	11	0	0	0	16	0	0	0	0	0	0	0
otu1121	0	0	0	0	18	0	1	0	2	0	0	8	0
otu1122	0	0	14	0	5	0	0	0	0	0	0	8	0
otu1123	0	0	0	0	0	0	0	0	0	0	0	0	30
otu1124	4	7	0	0	4	12	0	0	2	0	1	4	0
otu1126	7	0	8	7	0	0	0	0	0	0	28	2	0
otu1127	0	0	0	0	0	0	0	8	0	0	2	16	0
otu1130	1	0	0	5	0	0	0	0	0	26	0	0	0
otu1133	10	0	1	0	4	0	0	2	14	0	0	4	0
otu1134	0	0	3	22	0	0	0	0	0	0	0	0	0
otu1136	12	6	0	15	0	0	0	0	0	1	0	0	0
otu1137	11	0	0	3	7	11	0	0	1	0	0	3	0
otu1138	2	32	0	0	0	0	0	0	0	0	0	0	0
otu1139	14	10	7	0	0	1	0	0	0	0	0	0	0
otu1140	0	0	0	0	0	25	0	0	0	0	0	0	0
otu1143	27	0	0	0	0	0	0	0	0	0	0	0	0
otu1144	0	0	0	27	0	0	0	0	0	0	0	0	0
otu1146	2	0	0	4	17	4	0	0	0	0	3	3	0
otu1147	2	0	0	5	8	4	0	13	2	0	1	0	0
otu1148	0	0	0	0	0	0	7	18	0	0	0	0	0
otu1149	4	3	1	0	2	15	0	1	4	0	0	0	0
otu1150	0	1	0	0	0	32	0	1	0	0	0	0	0
otu1151	13	0	0	0	0	2	0	0	11	0	0	0	0
otu1153	0	0	0	0	0	0	44	29	1	0	0	1	0
otu1154	0	0	2	0	0	0	0	27	0	0	0	0	0
otu1155	16	0	2	0	0	3	0	0	0	0	0	1	0
otu1156	0	0	0	0	17	14	0	0	4	0	0	0	0
otu1157	13	0	0	2	4	20	0	0	9	0	0	0	0
otu1161	0	33	0	0	1	11	0	0	0	0	0	0	0
otu1163	0	0	0	20	0	0	0	0	0	12	0	0	0
otu1164	17	0	5	0	0	0	0	0	2	0	0	2	0
otu1165	0	0	0	0	0	0	29	1	8	0	0	1	0
otu1166	4	0	2	19	2	0	0	0	0	0	0	0	0
otu1169	28	0	0	0	0	0	0	0	0	0	0	0	0
otu1173	0	0	0	0	0	0	6	20	3	0	0	0	0
otu1177	2	5	2	0	0	17	0	0	0	0	0	0	0
otu1179	10	0	1	0	7	10	0	0	0	0	1	4	0
otu1180	0	24	0	3	2	0	0	0	0	0	2	0	0
otu1181	0	0	0	0	3	21	0	0	1	0	0	3	0
otu1182	25	0	0	0	0	0	0	0	0	0	0	0	0
otu1183	0	24	0	0	0	0	0	0	0	0	0	0	3
otu1185	0	0	0	21	0	0	0	0	0	0	0	0	0
otu1187	0	9	0	10	0	0	0	0	1	0	11	0	0
otu1188	5	9	0	9	0	2	0	0	2	0	0	0	0
otu1189	6	0	1	0	12	0	0	0	0	0	4	5	0
otu1190	0	0	0	10	0	0	0	0	0	3	0	0	11
otu1192	0	0	0	26	0	0	0	0	0	0	2	0	0
otu1194	0	4	0	3	0	0	0	0	0	10	6	0	0
otu1201	6	1	0	17	17	1	0	12	8	0	0	0	0
otu1202	2	7	0	15	0	0	0	0	0	15	0	0	0
otu1205	7	0	4	0	15	5	0	0	10	0	0	5	0
otu1206	5	3	0	0	1	4	0	0	0	0	10	0	0
otu1210	0	0	0	0	12	0	0	12	14	0	0	6	0
otu1211	0	0	0	0	0	0	0	26	0	0	0	0	0
otu1213	0	12	0	16	0	3	0	0	0	0	0	0	0
otu1214	0	0	0	25	0	0	0	0	0	0	3	0	0
otu1220	6	1	1	12	4	1	0	1	0	0	3	0	0
otu1223	0	9	0	0	5	9	0	0	0	0	0	0	0
otu1224	0	0	0	0	0	0	0	25	2	0	0	0	0
otu1225	0	5	1	0	6	14	0	0	0	0	0	0	0
otu1227	2	0	0	0	0	0	0	25	0	0	0	0	0
otu1228	0	0	0	0	0	0	0	29	0	0	0	0	0
otu1230	0	0	0	0	6	17	0	0	0	0	0	1	0
otu1231	8	17	1	0	0	0	0	0	0	0	0	0	0
otu1232	4	0	0	0	13	5	0	0	0	0	0	0	0
otu1233	2	0	0	0	28	2	0	0	0	0	0	0	0
otu1239	16	1	3	0	10	0	0	0	0	0	0	3	0
otu1243	4	1	1	18	0	0	0	0	0	0	1	3	0
otu1246	3	8	2	4	0	2	0	0	5	0	0	0	0
otu1247	0	0	0	0	1	24	0	0	0	0	0	0	0
otu1248	0	0	0	0	3	25	0	0	0	0	0	0	0
otu1249	15	2	1	10	0	0	0	0	0	0	0	0	0
otu1250	3	14	0	8	0	5	0	0	0	1	0	0	0
otu1251	0	0	0	0	0	0	0	0	0	28	0	0	0
otu1252	3	20	0	0	0	1	0	0	0	0	0	0	0
otu1253	0	0	0	19	0	4	0	1	0	0	0	0	0
otu1256	4	5	0	0	2	13	0	0	0	0	5	0	0
otu1257	4	21	1	0	2	0	0	0	0	0	0	0	0
otu1258	4	0	5	15	0	1	0	0	0	0	0	0	0
otu1259	0	26	0	0	0	0	0	0	0	0	0	0	0
otu1260	24	0	2	0	0	0	0	0	4	0	0	0	0
otu1262	3	26	0	0	0	0	0	0	0	0	0	0	0
otu1265	0	0	0	0	0	0	0	25	1	0	0	0	0
otu1266	0	0	0	0	6	37	0	0	1	0	0	0	0
otu1267	0	23	0	0	0	0	0	0	0	0	0	0	0
otu1268	0	0	0	0	0	0	0	0	0	25	0	0	0
otu1271	2	1	0	13	2	7	0	0	2	0	5	0	0
otu1273	0	0	0	0	11	13	0	0	0	0	0	1	0
otu1275	0	28	0	0	0	0	0	0	0	0	0	0	0
otu1279	0	0	0	32	0	0	0	0	0	1	0	0	0
otu1280	0	0	1	0	16	1	0	1	1	0	2	7	0
otu1282	3	0	4	0	9	2	0	2	8	0	0	3	0
otu1283	5	6	4	5	0	0	0	0	0	0	0	0	0
otu1284	0	0	0	0	2	0	0	2	4	0	0	16	0
otu1285	0	20	0	0	0	0	0	0	0	0	1	0	0
otu1287	0	24	0	0	0	0	0	0	0	0	0	0	0
otu1288	3	5	0	9	0	2	0	0	0	0	2	0	1
otu1291	0	0	0	0	16	4	0	0	0	0	0	0	0
otu1292	2	0	0	20	0	0	0	0	1	0	0	0	0
otu1294	0	0	0	20	0	0	0	0	0	0	0	0	0
otu1296	8	0	8	0	3	0	0	6	11	0	0	0	0
otu1297	0	0	0	22	0	0	0	0	0	0	1	0	0
otu1298	0	0	0	0	0	24	0	1	1	0	0	0	0
otu1299	0	0	0	0	0	0	0	26	0	0	0	0	0
otu1300	20	0	0	0	0	0	0	0	0	0	0	0	0
otu1302	0	0	0	5	9	7	0	2	1	0	0	2	0
otu1303	0	3	0	0	0	0	0	25	1	0	0	0	0
otu1304	0	0	0	5	2	0	0	0	0	2	12	0	13
otu1306	5	0	0	0	0	0	0	0	0	0	0	19	0
otu1307	1	0	0	0	20	2	0	0	0	0	0	0	0
otu1308	6	0	0	5	16	0	0	0	0	0	0	5	0
otu1309	0	13	0	0	0	14	0	0	0	0	0	0	0
otu1311	0	0	0	0	1	27	0	0	0	0	0	0	0
otu1312	17	0	0	0	7	0	0	0	0	0	0	0	0
otu1313	13	0	4	0	1	5	0	0	0	0	1	0	0
otu1314	1	2	0	0	0	2	0	0	17	0	0	0	0
otu1315	0	1	0	12	2	3	0	3	2	0	0	1	0
otu1322	0	0	0	23	0	0	0	0	0	0	0	0	0
otu1330	21	0	0	0	0	0	0	4	2	0	0	3	0
otu1332	0	0	0	0	0	0	0	24	1	0	0	0	0
otu1333	0	4	0	2	0	0	0	0	0	18	0	0	0
otu1334	1	0	1	19	0	6	0	0	0	0	0	0	0
otu1335	2	2	0	18	0	2	0	0	0	0	6	0	0
otu1336	5	0	2	20	0	0	0	0	0	0	0	0	0
otu1338	0	0	0	0	0	0	0	0	27	0	0	0	0
otu1339	0	0	1	0	0	0	0	23	0	0	0	0	0
otu1341	0	0	0	0	23	1	0	0	0	0	0	3	0
otu1344	2	14	1	1	4	5	0	0	1	0	0	1	0
otu1345	7	0	2	4	12	1	0	0	0	0	0	2	0
otu1346	0	0	0	0	0	0	1	23	3	0	0	0	0
otu1347	0	0	0	22	0	0	0	0	0	0	0	0	0
otu1348	0	0	3	0	7	2	0	0	7	0	0	13	0
otu1354	2	0	0	0	0	15	0	0	1	0	0	0	0
otu1355	4	0	0	0	30	0	0	0	0	0	0	4	0
otu1356	0	30	0	0	0	0	0	0	0	0	0	0	0
otu1357	0	0	5	15	0	1	0	0	3	0	0	6	0
otu1358	0	0	0	0	5	4	0	2	7	0	0	5	0
otu1359	1	0	3	17	0	0	0	0	0	0	0	0	0
otu1360	2	3	5	0	5	0	0	0	6	0	8	5	0
otu1362	6	14	2	1	0	0	0	0	0	0	2	0	1
otu1366	0	0	0	0	0	0	0	0	0	3	9	0	10
otu1367	9	0	1	0	4	7	0	1	0	0	0	2	0
otu1370	4	0	3	0	1	0	9	3	15	0	5	5	0
otu1371	21	0	0	0	0	0	0	0	0	0	0	0	0
otu1372	0	24	0	0	0	0	0	0	0	0	0	0	0
otu1373	2	0	0	15	7	0	0	0	2	0	2	2	0
otu1374	0	0	0	21	0	0	0	0	1	3	1	0	0
otu1377	0	0	0	0	0	0	0	23	0	0	0	0	0
otu1378	0	0	0	0	22	0	0	0	0	0	0	0	0
otu1380	0	22	0	0	0	0	0	0	0	1	0	0	0
otu1381	0	1	0	22	0	0	0	0	0	0	0	0	0
otu1383	2	7	12	0	8	7	0	1	0	0	0	0	0
otu1385	0	0	0	26	2	0	0	0	0	0	2	0	0
otu1386	4	20	2	0	0	0	0	0	0	0	0	0	0
otu1387	8	0	3	12	0	0	0	0	0	0	0	0	0
otu1388	6	11	0	0	3	5	0	0	2	0	0	1	0
otu1390	0	0	0	24	0	0	0	0	0	0	0	0	0
