DATE	Depth_1m	Temp_deg_C	pH_units	Salinity_PSS	HDO_Sat	HDO_mg.l	Chl_ug.l	Turb_NTU	t.start	tide
1	04.27.2018	1	31.734	8.016	34.692	77.68	4.654	3.404	0	08:43:00	incoming
2	04.27.2018	2	31.74	8	34.72	76.2	4.56333333333333	3.59333333333333	0	08:43:00	incoming
3	04.27.2018	3	31.7466666666667	7.99666666666667	34.74	76.0666666666667	4.55333333333333	3.57666666666667	0.233333333333333	08:43:00	incoming
4	04.27.2018	4	31.7966666666667	7.97666666666667	34.7933333333333	72.0333333333333	4.30666666666667	3.77	0	08:43:00	incoming
5	04.27.2018	5	31.8366666666667	7.95666666666667	34.8466666666667	68.2	4.07333333333333	3.80666666666667	0	08:43:00	incoming
6	04.27.2018	6	32.17	7.83	35.08	53.9333333333333	3.20333333333333	5.88333333333333	0.233333333333333	08:43:00	incoming
7	04.27.2018	7	32.39	7.70333333333333	35.35	35.6666666666667	2.10666666666667	4.80666666666667	0.466666666666667	08:43:00	incoming
8	04.27.2018	8	32.3833333333333	7.70666666666667	35.4266666666667	30.6666666666667	1.81	5.03	1.13333333333333	08:43:00	incoming
9	04.27.2018	9	32.3433333333333	7.71333333333333	35.4533333333333	29.9	1.77	4.87	1.93333333333333	08:43:00	incoming
10	04.27.2018	10	32.3066666666667	7.71333333333333	35.4533333333333	29.5666666666667	1.74666666666667	5.11666666666667	2.3	08:43:00	incoming
11	04.27.2018	11	31.91	7.71	35.2666666666667	22.4	1.33333333333333	3.96666666666667	2	08:43:00	incoming
12	04.27.2018	12	30.1866666666667	7.88	34.4866666666667	24.9	1.53333333333333	1.68	1.36666666666667	08:43:00	incoming
13	04.27.2018	13	29.4733333333333	7.97333333333333	34.3266666666667	34.0666666666667	2.12	0.906666666666667	1	08:43:00	incoming
14	04.27.2018	14	29.4233333333333	7.98333333333333	34.28	37.9	2.36	0.906666666666667	1	08:43:00	incoming
15	04.27.2018	15	29.3466666666667	8.04666666666667	34.2866666666667	38.6	2.41	0.773333333333333	1.33333333333333	08:43:00	incoming
16	04.27.2018	16	29.2066666666667	7.95333333333333	34.1866666666667	44.6333333333333	2.79333333333333	0.67	2.46666666666667	08:43:00	incoming
17	04.27.2018	17	29.1566666666667	7.91333333333333	34.14	45.2666666666667	2.83333333333333	0.71	2.5	08:43:00	incoming
18	04.27.2018	18	29.0733333333333	7.90333333333333	34.12	49.2666666666667	3.09	0.626666666666667	2.6	08:43:00	incoming
19	04.27.2018	19	29.03	7.9	34.0866666666667	50.4666666666667	3.17	0.656666666666667	4.23333333333333	08:43:00	incoming
20	04.27.2018	20	29.018	7.898	34.106	50.52	3.17	0.622	3.62	08:43:00	incoming
21	04.28.2018	1	32.2066666666667	8.01	34.7933333333333	83.9	4.98666666666667	3.1	0.4	12:50:00	outgoing
22	04.28.2018	2	31.94	7.99	34.77	77.1	4.6	3.445	0	12:50:00	outgoing
23	04.28.2018	3	31.8733333333333	7.98	34.7633333333333	72.4	4.32333333333333	4.17333333333333	0	12:50:00	outgoing
24	04.28.2018	4	31.8466666666667	7.98	34.7833333333333	73.1666666666667	4.37333333333333	4.08333333333333	0	12:50:00	outgoing
25	04.28.2018	5	31.8266666666667	7.95333333333333	34.8166666666667	68.1	4.07333333333333	3.65333333333333	0	12:50:00	outgoing
26	04.28.2018	6	31.9033333333333	7.92	34.89	60.8666666666667	3.63333333333333	3.91333333333333	0.9	12:50:00	outgoing
27	04.28.2018	7	31.92	7.91	34.9233333333333	55.9666666666667	3.34	3.87333333333333	0	12:50:00	outgoing
28	04.28.2018	8	31.9666666666667	7.88333333333333	34.9666666666667	51.5333333333333	3.07333333333333	3.89	0.0333333333333333	12:50:00	outgoing
